date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Yellow_cards_home,Yellow_cards_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away
16.04.2023,00:00,Napoli,Verona,0:0,https://www.flashscore.co.uk/match/football/YaZK3Lft/#/match-summary,0.42,0.47,80%,20%,9,5,1,2,4,0,"90%,(700/781)","59%,(117/200)",,,4,3,4,0,2,2,11,16,2,1,1,4,18,12,22,12
30.01.2023,01:00,Lazio,Fiorentina,1:1,https://www.flashscore.co.uk/match/football/Y75h1DGi/#/match-summary,,,45%,55%,13,17,1,6,3,4,"80%,(381/476)","84%,(498/593)",,,10,6,2,5,1,2,12,17,5,0,2,3,19,13,13,19
27.02.2023,01:00,Udinese,Spezia,2:2,https://www.flashscore.co.uk/match/football/ATSEVFRa/#/match-summary,2.57,2.73,49%,51%,15,9,6,2,5,2,"83%,(336/405)","82%,(353/431)",,,5,3,4,4,0,1,11,16,0,4,2,2,22,14,20,19
23.10.2022,02:45,Fiorentina,Inter,3:4,https://www.flashscore.co.uk/match/football/h00IyZz7/#/match-summary,,,58%,42%,10,8,4,7,1,2,"82%,(403/489)","73%,(252/344)",,,4,1,2,0,0,4,15,14,3,1,4,3,18,14,26,17
16.08.2022,00:30,Verona,Napoli,2:5,https://www.flashscore.co.uk/match/football/fB9qO0lH/#/match-summary,,,34%,66%,6,25,3,8,4,8,"72%,(187/260)","85%,(439/516)",,,3,11,0,6,1,2,15,6,3,1,2,2,10,23,11,17
12.11.2022,22:00,Napoli,Udinese,3:2,https://www.flashscore.co.uk/match/football/MX1JV099/#/match-summary,,,64%,36%,15,10,5,4,5,3,"86%,(552/642)","80%,(295/369)",,,5,2,5,4,0,1,12,13,2,2,2,3,26,23,24,17
04.06.2023,03:00,Empoli,Lazio,0:2,https://www.flashscore.co.uk/match/football/8GIg7F2O/#/match-summary,0.21,1.57,47%,53%,7,21,1,11,6,7,"86%,(422/490)","89%,(497/560)",1,0,2,3,4,7,1,2,7,10,9,1,3,2,12,8,21,22
01.09.2022,00:30,Udinese,Fiorentina,1:0,https://www.flashscore.co.uk/match/football/tOysb7Vm/#/match-summary,,,26%,74%,8,12,3,2,3,7,"77%,(165/213)","90%,(593/658)",,,3,5,2,5,6,0,13,9,2,2,1,2,17,26,16,29
09.01.2023,03:45,AC Milan,AS Roma,2:2,https://www.flashscore.co.uk/match/football/0bHWecNE/#/match-summary,,,61%,39%,12,12,5,3,3,4,"86%,(438/508)","80%,(256/321)",,,6,4,1,5,0,1,19,13,1,3,4,7,14,19,15,21
05.02.2023,01:00,AS Roma,Empoli,2:0,https://www.flashscore.co.uk/match/football/A7ZZDj0c/#/match-summary,,,45%,55%,12,11,6,2,7,7,"81%,(328/406)","85%,(430/506)",,,3,7,3,2,3,0,10,18,2,4,2,1,18,13,14,22
15.04.2023,21:00,Bologna,AC Milan,1:1,https://www.flashscore.co.uk/match/football/AR34a63f/#/match-summary,0.67,1.53,51%,49%,6,19,2,5,2,6,"82%,(352/431)","84%,(328/389)",,,3,9,1,5,1,2,12,17,4,1,3,4,20,13,21,21
31.10.2022,01:00,Lazio,Salernitana,1:3,https://www.flashscore.co.uk/match/football/4ducmWZI/#/match-summary,,,61%,39%,13,10,4,6,4,5,"89%,(588/660)","82%,(344/422)",,,6,3,3,1,3,4,10,7,3,3,3,3,11,12,19,13
01.09.2022,02:45,Napoli,Lecce,1:1,https://www.flashscore.co.uk/match/football/E9L0IyH2/#/match-summary,,,71%,29%,19,9,7,4,6,4,"87%,(569/654)","73%,(194/266)",,,8,4,4,1,4,3,1,3,3,6,1,4,34,13,32,17
07.03.2023,03:45,Torino,Bologna,1:0,https://www.flashscore.co.uk/match/football/pnscrgB5/#/match-summary,1.01,0.49,43%,57%,12,11,5,1,3,3,"81%,(331/409)","86%,(457/530)",,,4,4,3,6,5,1,9,10,1,4,2,2,12,14,27,17
04.05.2023,00:00,Sampdoria,Torino,0:2,https://www.flashscore.co.uk/match/football/pbeXxDiG/#/match-summary,0.25,2.08,41%,59%,7,12,0,4,2,3,"77%,(310/403)","86%,(498/579)",1,0,3,5,4,3,1,1,13,11,2,0,3,2,14,14,17,16
11.09.2022,21:00,Lecce,Monza,1:1,https://www.flashscore.co.uk/match/football/bZ2oQPEt/#/match-summary,,,53%,47%,7,2,3,1,8,5,"85%,(303/357)","82%,(260/319)",,,1,0,3,1,1,0,18,22,0,2,3,3,22,19,21,19
06.05.2023,21:00,AC Milan,Lazio,2:0,https://www.flashscore.co.uk/match/football/42ScgYyc/#/match-summary,0.93,0.64,52%,48%,10,8,3,0,6,4,"88%,(494/560)","87%,(461/531)",,,4,5,3,3,2,1,10,8,0,1,2,4,9,11,15,14
05.01.2023,01:30,Cremonese,Juventus,0:1,https://www.flashscore.co.uk/match/football/6yWNSbgS/#/match-summary,,,44%,56%,13,19,3,8,3,8,"72%,(240/333)","81%,(344/425)",,,6,8,4,3,2,2,12,12,7,3,5,3,15,14,35,30
09.04.2023,00:30,Verona,Sassuolo,2:1,https://www.flashscore.co.uk/match/football/8pxY0bN1/#/match-summary,0.58,1.93,40%,60%,11,17,3,5,4,10,"72%,(225/312)","80%,(381/476)",,,5,4,3,8,1,0,12,14,4,1,3,4,13,13,16,24
05.03.2023,01:00,Atalanta,Udinese,0:0,https://www.flashscore.co.uk/match/football/hhIJUZt6/#/match-summary,1.53,0.32,67%,33%,17,5,5,1,12,3,"84%,(527/627)","70%,(215/307)",,,8,3,4,1,3,2,12,12,1,5,2,3,13,13,34,15
06.11.2022,01:00,Atalanta,Napoli,1:2,https://www.flashscore.co.uk/match/football/O0CN3iKa/#/match-summary,,,46%,54%,17,7,4,5,5,2,"80%,(359/449)","82%,(445/543)",,,3,2,10,0,2,2,10,9,3,3,5,1,14,15,27,30
09.05.2023,00:30,Empoli,Salernitana,2:1,https://www.flashscore.co.uk/match/football/xdzCVUqj/#/match-summary,2.69,0.83,49%,51%,11,13,4,2,8,7,"79%,(324/410)","84%,(356/424)",,,6,7,1,4,3,1,10,18,1,2,2,2,18,14,23,16
15.05.2023,00:00,Bologna,AS Roma,0:0,https://www.flashscore.co.uk/match/football/CQjnXsLf/#/match-summary,0.37,0.95,72%,28%,12,7,3,2,3,6,"89%,(630/708)","76%,(199/262)",,,4,4,5,1,0,0,12,11,2,3,2,1,10,13,21,26
29.04.2023,02:45,Spezia,Monza,0:2,https://www.flashscore.co.uk/match/football/ChFdQZ7A/#/match-summary,1.75,0.91,45%,55%,12,8,4,4,3,3,"83%,(325/392)","84%,(423/504)",,,5,2,3,2,1,0,10,16,2,4,1,2,,,,
27.05.2023,02:45,Sampdoria,Sassuolo,2:2,https://www.flashscore.co.uk/match/football/vyRxBc3a/#/match-summary,2.00,3.15,48%,52%,17,22,3,8,8,4,"77%,(317/412)","83%,(387/466)",,,9,8,5,6,3,3,14,10,6,1,1,2,15,16,16,20
07.05.2023,00:00,AS Roma,Inter,0:2,https://www.flashscore.co.uk/match/football/QHG6iC69/#/match-summary,0.99,0.89,50%,50%,15,10,3,4,12,5,"85%,(387/455)","86%,(396/459)",,,7,3,5,3,0,0,8,12,2,3,3,2,12,9,18,8
12.02.2023,22:00,Bologna,Monza,0:1,https://www.flashscore.co.uk/match/football/WrkKhtUl/#/match-summary,0.69,0.81,63%,37%,12,5,3,4,3,2,"85%,(427/503)","71%,(218/308)",,,8,1,1,0,0,2,15,18,3,3,1,4,20,15,37,14
16.08.2022,02:45,Juventus,Sassuolo,3:0,https://www.flashscore.co.uk/match/football/8EDmNK3N/#/match-summary,,,42%,58%,14,19,4,7,3,2,"84%,(324/386)","90%,(477/530)",,,7,6,3,6,4,2,7,5,7,1,1,3,6,9,15,18
20.02.2023,03:45,AS Roma,Verona,1:0,https://www.flashscore.co.uk/match/football/hABkR0zE/#/match-summary,0.86,0.42,46%,54%,9,7,5,1,5,1,"71%,(284/402)","77%,(355/464)",,,0,2,4,4,0,0,15,19,1,4,1,2,19,15,25,23
09.04.2023,02:45,Lazio,Juventus,2:1,https://www.flashscore.co.uk/match/football/6Vfy0Ix8/#/match-summary,1.33,2.21,50%,50%,9,11,4,4,6,6,"84%,(383/454)","85%,(373/441)",,,3,4,2,3,1,0,11,15,3,2,2,5,24,17,17,16
04.09.2022,18:30,Cremonese,Sassuolo,0:0,https://www.flashscore.co.uk/match/football/KEzocRpf/#/match-summary,,,46%,54%,10,17,0,7,2,3,"80%,(305/382)","81%,(369/456)",,,9,6,1,4,3,2,16,6,7,0,1,1,8,19,17,28
18.09.2022,02:45,Torino,Sassuolo,0:1,https://www.flashscore.co.uk/match/football/6JUzysTb/#/match-summary,,,58%,42%,12,10,3,5,4,3,"85%,(442/521)","77%,(293/379)",,,2,2,7,3,3,0,13,7,4,3,4,1,9,21,16,23
10.11.2022,01:30,Lecce,Atalanta,2:1,https://www.flashscore.co.uk/match/football/vkpTKqei/#/match-summary,,,39%,61%,15,12,3,4,4,3,"65%,(212/326)","76%,(392/516)",,,6,2,6,6,1,2,11,12,3,1,1,2,13,12,26,37
14.01.2023,22:00,Cremonese,Monza,2:3,https://www.flashscore.co.uk/match/football/ETVKZ66C/#/match-summary,,,50%,50%,11,8,7,3,4,2,"73%,(292/400)","75%,(315/420)",,,3,4,1,1,5,2,12,12,0,5,2,4,21,19,33,27
10.01.2023,03:45,Bologna,Atalanta,1:2,https://www.flashscore.co.uk/match/football/GAsTyxWr/#/match-summary,,,51%,49%,12,7,3,3,4,0,"79%,(422/534)","80%,(412/515)",,,7,4,2,0,1,1,16,15,1,2,3,2,16,17,28,23
10.09.2022,21:00,Napoli,Spezia,1:0,https://www.flashscore.co.uk/match/football/tbhjPqUn/#/match-summary,,,64%,36%,28,10,6,1,10,5,"91%,(469/516)","81%,(232/285)",,,8,4,14,5,5,1,6,14,1,5,1,2,15,11,20,13
22.01.2023,22:00,Monza,Sassuolo,1:1,https://www.flashscore.co.uk/match/football/tEtFmfnh/#/match-summary,,,62%,38%,14,13,3,1,10,4,"82%,(408/498)","77%,(244/317)",,,6,8,5,4,3,0,17,18,0,2,2,2,18,19,26,21
23.10.2022,00:00,AC Milan,Monza,4:1,https://www.flashscore.co.uk/match/football/6ur5axTD/#/match-summary,,,49%,51%,12,16,7,6,2,2,"84%,(389/463)","84%,(397/471)",,,4,4,1,6,0,0,18,9,5,3,1,1,13,28,20,26
08.04.2023,03:00,AC Milan,Empoli,0:0,https://www.flashscore.co.uk/match/football/lfKL7UeE/#/match-summary,2.07,0.09,70%,30%,23,2,4,1,9,0,"89%,(600/677)","77%,(229/299)",,,12,0,7,1,0,1,11,8,1,4,2,2,10,11,26,12
28.05.2023,21:00,Bologna,Napoli,2:2,https://www.flashscore.co.uk/match/football/EJOBdbl6/#/match-summary,2.18,1.40,53%,47%,18,11,6,8,4,4,"86%,(459/534)","86%,(414/481)",,,7,3,5,0,2,1,17,10,6,4,1,3,11,19,15,22
27.08.2022,00:30,Monza,Udinese,1:2,https://www.flashscore.co.uk/match/football/06eR3x29/#/match-summary,,,56%,44%,10,15,5,4,3,5,"89%,(416/469)","83%,(305/368)",,,1,4,4,7,4,4,16,10,2,4,3,2,17,25,19,19
01.05.2023,02:45,Bologna,Juventus,1:1,https://www.flashscore.co.uk/match/football/WYgNBzgH/#/match-summary,1.85,2.30,55%,45%,16,14,6,5,4,5,"85%,(436/513)","82%,(345/421)",,,7,5,3,4,4,2,12,9,4,5,2,2,,,,
12.02.2023,03:45,Lazio,Atalanta,0:2,https://www.flashscore.co.uk/match/football/hlzFENj8/#/match-summary,0.84,2.79,60%,40%,13,23,5,10,5,7,"83%,(549/661)","76%,(332/438)",,,2,6,6,7,0,0,12,14,8,5,1,2,22,16,26,21
15.08.2022,02:45,Salernitana,AS Roma,0:1,https://www.flashscore.co.uk/match/football/xj32vMYc/#/match-summary,,,52%,48%,13,20,2,5,4,2,"84%,(375/449)","83%,(346/417)",,,5,9,6,6,1,3,18,9,4,2,3,2,17,26,13,19
15.01.2023,01:00,Lecce,AC Milan,2:2,https://www.flashscore.co.uk/match/football/ObDBdUDP/#/match-summary,,,36%,64%,17,12,3,5,8,4,"67%,(184/275)","79%,(396/501)",,,7,4,7,3,0,3,11,12,3,1,1,2,14,11,16,41
21.01.2023,22:00,Verona,Lecce,2:0,https://www.flashscore.co.uk/match/football/4W36o45O/#/match-summary,,,42%,58%,11,9,4,3,5,4,"64%,(206/322)","74%,(329/445)",,,5,3,2,3,2,1,15,12,3,2,3,0,13,17,22,28
18.03.2023,01:30,Sassuolo,Spezia,1:0,https://www.flashscore.co.uk/match/football/Wzq7dqWF/#/match-summary,2.16,0.74,45%,55%,15,11,6,1,3,3,"81%,(332/410)","83%,(408/492)",,,7,5,2,5,1,2,10,13,1,5,0,2,14,11,25,22
05.06.2023,03:00,Udinese,Juventus,0:1,https://www.flashscore.co.uk/match/football/vegOMf2B/#/match-summary,0.79,1.16,43%,57%,13,20,3,5,6,14,"85%,(300/352)","88%,(423/479)",,,7,9,3,6,0,1,9,11,4,3,2,2,12,9,11,8
04.09.2022,02:45,Lazio,Napoli,1:2,https://www.flashscore.co.uk/match/football/Kl5kfPUC/#/match-summary,,,39%,61%,8,19,2,7,6,8,"82%,(320/391)","89%,(551/622)",,,5,6,1,6,0,1,12,14,5,1,4,0,17,14,13,19
01.11.2022,01:30,Verona,AS Roma,1:3,https://www.flashscore.co.uk/match/football/pfPekh56/#/match-summary,,,32%,68%,7,14,3,6,2,4,"71%,(183/258)","85%,(471/554)",1,0,3,4,1,4,0,0,9,9,3,2,3,1,8,9,19,19
12.03.2023,01:00,Napoli,Atalanta,2:0,https://www.flashscore.co.uk/match/football/pKKPq6nA/#/match-summary,1.42,0.25,60%,40%,18,6,6,3,10,4,"89%,(513/575)","80%,(306/381)",,,7,3,5,0,1,0,12,11,3,4,1,2,11,13,30,19
02.10.2022,21:00,Sampdoria,Monza,0:3,https://www.flashscore.co.uk/match/football/6u6BmKC4/#/match-summary,,,50%,50%,3,13,1,6,2,4,"74%,(294/396)","78%,(310/395)",,,2,4,0,3,3,5,16,24,3,1,2,2,39,24,24,21
15.04.2023,02:45,Spezia,Lazio,0:3,https://www.flashscore.co.uk/match/football/OlSX0Jva/#/match-summary,0.69,2.89,53%,47%,6,13,2,7,2,3,"88%,(525/598)","88%,(483/549)",1,0,4,4,0,2,0,1,12,7,4,2,3,4,7,13,29,16
15.08.2022,02:45,Spezia,Empoli,1:0,https://www.flashscore.co.uk/match/football/YHdBx03A/#/match-summary,,,41%,59%,9,18,2,5,6,4,"77%,(275/355)","80%,(416/519)",,,6,8,1,5,3,1,15,8,5,1,2,1,13,24,17,31
24.10.2022,02:45,AS Roma,Napoli,0:1,https://www.flashscore.co.uk/match/football/pWt9bdrK/#/match-summary,,,40%,60%,6,12,0,5,3,4,"75%,(268/357)","86%,(453/529)",,,3,4,3,3,3,0,14,12,4,0,3,4,12,17,16,30
16.01.2023,01:00,Atalanta,Salernitana,8:2,https://www.flashscore.co.uk/match/football/zwXGzmi6/#/match-summary,,,58%,42%,19,7,13,2,5,2,"87%,(463/532)","79%,(310/392)",,,1,4,5,1,1,2,10,12,0,5,1,0,13,11,15,18
04.10.2022,02:45,Verona,Udinese,1:2,https://www.flashscore.co.uk/match/football/zaMiXbSN/#/match-summary,,,31%,69%,7,21,2,8,4,9,"67%,(157/234)","85%,(472/556)",,,3,8,2,5,4,1,15,11,6,1,3,3,12,19,16,17
03.10.2022,02:45,Juventus,Bologna,3:0,https://www.flashscore.co.uk/match/football/fq3ORxjo/#/match-summary,,,48%,52%,17,9,6,1,2,4,"84%,(381/455)","84%,(416/493)",,,7,4,4,4,1,1,11,15,1,3,0,1,15,12,17,21
19.09.2022,02:45,AC Milan,Napoli,1:2,https://www.flashscore.co.uk/match/football/dfrFJubO/#/match-summary,,,51%,49%,22,9,5,4,9,4,"82%,(350/426)","83%,(352/423)",,,10,3,7,2,1,0,18,11,2,4,4,3,10,18,28,13
13.05.2023,21:00,Salernitana,Atalanta,1:0,https://www.flashscore.co.uk/match/football/lCHGnNKs/#/match-summary,0.57,1.26,52%,48%,10,13,4,3,5,3,"80%,(375/469)","83%,(361/435)",,,4,8,2,2,1,2,9,18,3,3,2,2,16,10,28,23
09.10.2022,21:00,Udinese,Atalanta,2:2,https://www.flashscore.co.uk/match/football/nHncWwaR/#/match-summary,,,59%,41%,10,9,2,5,5,3,"83%,(418/503)","77%,(270/350)",,,6,3,2,1,0,1,11,12,3,0,2,3,13,10,30,19
18.09.2022,00:00,Spezia,Sampdoria,2:1,https://www.flashscore.co.uk/match/football/8YBXyNDh/#/match-summary,,,52%,48%,6,11,3,8,3,6,"74%,(276/373)","72%,(258/360)",,,2,2,1,1,4,1,17,14,7,2,4,5,15,21,29,35
29.04.2023,00:30,Lecce,Udinese,1:0,https://www.flashscore.co.uk/match/football/rDNuUH8o/#/match-summary,2.00,0.75,38%,62%,15,10,3,3,7,4,"68%,(184/271)","83%,(385/464)",,,7,6,5,1,5,1,21,12,3,2,4,2,,,,
05.11.2022,03:45,Udinese,Lecce,1:1,https://www.flashscore.co.uk/match/football/tfI24OAA/#/match-summary,,,57%,43%,16,9,5,1,3,2,"77%,(350/454)","67%,(226/337)",,,5,4,6,4,2,0,12,18,0,4,2,3,17,14,30,30
06.03.2023,03:45,AS Roma,Juventus,1:0,https://www.flashscore.co.uk/match/football/IZktnyCt/#/match-summary,0.68,0.89,41%,59%,6,14,2,5,2,6,"83%,(322/388)","89%,(501/563)",0,1,1,3,3,6,2,0,11,10,5,1,3,2,9,12,15,21
23.01.2023,03:45,Juventus,Atalanta,3:3,https://www.flashscore.co.uk/match/football/80r7kGHu/#/match-summary,,,47%,53%,15,14,8,4,6,4,"82%,(390/477)","84%,(460/548)",,,5,3,2,7,2,0,9,6,1,5,1,2,6,11,17,10
17.04.2023,00:00,Sassuolo,Juventus,1:0,https://www.flashscore.co.uk/match/football/fFNT1aPh/#/match-summary,1.23,1.19,41%,59%,11,13,4,3,10,13,"84%,(299/358)","85%,(459/539)",,,6,6,1,4,1,5,10,5,3,3,0,1,11,10,25,22
28.05.2023,21:00,Monza,Lecce,0:1,https://www.flashscore.co.uk/match/football/r9XTCJYn/#/match-summary,0.95,1.08,74%,26%,5,9,1,1,1,3,"91%,(588/646)","70%,(159/227)",,,3,3,1,5,0,1,11,20,0,1,2,3,20,11,22,18
07.11.2022,01:00,AS Roma,Lazio,0:1,https://www.flashscore.co.uk/match/football/j5Pk7QQi/#/match-summary,,,59%,41%,8,5,2,3,4,2,"83%,(461/554)","77%,(303/395)",,,4,0,2,2,3,2,18,14,2,2,2,3,16,21,29,13
14.11.2022,01:00,AC Milan,Fiorentina,2:1,https://www.flashscore.co.uk/match/football/E7bBXMvc/#/match-summary,,,49%,51%,12,11,3,5,5,7,"79%,(316/400)","78%,(319/409)",,,3,4,6,2,3,2,13,11,4,1,1,4,13,15,25,12
14.05.2023,21:00,Monza,Napoli,2:0,https://www.flashscore.co.uk/match/football/n3Vli3CQ/#/match-summary,1.32,1.32,45%,55%,10,20,4,7,6,10,"79%,(330/418)","88%,(452/514)",,,4,9,2,4,2,1,11,13,7,2,1,1,13,13,12,13
24.01.2023,01:30,Bologna,Cremonese,1:1,https://www.flashscore.co.uk/match/football/d60bmQzC/#/match-summary,,,69%,31%,21,9,8,2,4,1,"83%,(525/633)","66%,(182/276)",,,10,5,3,2,3,1,11,13,1,7,2,5,15,13,30,19
14.02.2023,01:30,Verona,Salernitana,1:0,https://www.flashscore.co.uk/match/football/QsrTjKb1/#/match-summary,0.00,0.00,37%,63%,14,8,4,3,5,1,"63%,(183/291)","76%,(386/508)",,,5,4,5,1,5,1,14,21,3,3,2,3,21,21,18,28
26.02.2023,01:00,Empoli,Napoli,0:2,https://www.flashscore.co.uk/match/football/Ys2pGzSC/#/match-summary,0.63,2.83,46%,54%,9,19,2,6,4,13,"83%,(337/406)","88%,(419/474)",0,1,4,8,3,5,0,4,10,9,4,2,2,1,13,10,18,28
30.04.2023,21:00,Sassuolo,Empoli,2:1,https://www.flashscore.co.uk/match/football/IVFhRFh4/#/match-summary,0.95,0.49,58%,42%,13,7,4,1,7,5,"88%,(430/489)","79%,(285/361)",1,0,6,5,3,1,4,4,12,10,0,2,2,1,,,,
02.04.2023,21:00,Spezia,Salernitana,1:1,https://www.flashscore.co.uk/match/football/IeqL30wq/#/match-summary,2.08,1.08,51%,49%,14,12,3,2,9,5,"73%,(281/384)","70%,(256/367)",,,8,6,3,4,0,2,12,12,1,2,0,1,13,11,30,35
04.09.2022,00:00,AC Milan,Inter,3:2,https://www.flashscore.co.uk/match/football/Yi9ggqpJ/#/match-summary,,,48%,52%,21,16,5,5,2,5,"83%,(316/381)","81%,(332/408)",,,12,4,4,7,2,2,10,12,3,2,5,2,14,12,10,23
15.05.2023,02:45,Juventus,Cremonese,2:0,https://www.flashscore.co.uk/match/football/0nXtgPsE/#/match-summary,1.89,0.09,69%,31%,24,3,7,2,7,0,"90%,(590/656)","77%,(225/292)",,,9,1,8,0,2,2,15,5,2,5,2,0,7,18,25,14
18.03.2023,22:00,Monza,Cremonese,1:1,https://www.flashscore.co.uk/match/football/nmseaonc/#/match-summary,1.69,0.67,66%,34%,15,8,7,2,8,4,"87%,(559/641)","77%,(256/332)",,,5,4,3,2,3,2,12,12,1,6,3,5,14,15,15,9
11.09.2022,00:00,Inter,Torino,1:0,https://www.flashscore.co.uk/match/football/UJOX62EI/#/match-summary,,,57%,43%,16,9,3,7,6,5,"87%,(417/480)","82%,(290/353)",,,7,0,6,2,1,1,8,17,7,2,1,2,24,14,16,17
20.05.2023,02:45,Sassuolo,Monza,1:2,https://www.flashscore.co.uk/match/football/OUVba04m/#/match-summary,1.52,1.51,44%,56%,13,16,4,5,6,3,"83%,(355/428)","88%,(473/539)",1,0,6,5,3,6,1,5,10,17,3,3,2,5,21,11,11,19
13.03.2023,03:45,Juventus,Sampdoria,4:2,https://www.flashscore.co.uk/match/football/0GjLn82i/#/match-summary,3.05,0.81,56%,44%,24,9,8,3,11,3,"88%,(448/509)","84%,(339/404)",,,8,3,8,3,2,1,10,10,1,4,1,1,10,12,22,13
05.01.2023,03:45,Udinese,Empoli,1:1,https://www.flashscore.co.uk/match/football/E1e1tINR/#/match-summary,,,60%,40%,21,6,3,1,8,1,"89%,(441/496)","79%,(273/346)",0,1,10,0,8,5,0,2,15,14,0,2,2,3,16,16,19,17
09.05.2023,02:45,Sassuolo,Bologna,1:1,https://www.flashscore.co.uk/match/football/O2Z9jWLF/#/match-summary,0.42,0.45,48%,52%,6,12,2,3,4,4,"88%,(428/486)","89%,(478/537)",,,2,6,2,3,2,4,12,14,2,1,1,1,18,15,13,15
25.10.2022,02:45,Sassuolo,Verona,2:1,https://www.flashscore.co.uk/match/football/GEXvgz6s/#/match-summary,,,51%,49%,14,13,3,5,4,5,"78%,(321/413)","78%,(296/378)",,,3,6,8,2,2,4,7,19,4,1,1,3,23,9,10,23
08.05.2023,00:00,Napoli,Fiorentina,1:0,https://www.flashscore.co.uk/match/football/rgR1hhi3/#/match-summary,2.11,1.24,47%,53%,10,15,3,3,0,5,"84%,(356/423)","85%,(398/466)",,,6,6,1,6,1,3,12,15,3,2,,,16,13,16,13
22.01.2023,03:45,Fiorentina,Torino,0:1,https://www.flashscore.co.uk/match/football/A942npjI/#/match-summary,,,62%,38%,19,9,5,3,5,3,"85%,(469/552)","74%,(258/349)",,,8,3,6,3,2,6,9,23,2,5,2,2,28,11,22,11
01.09.2022,00:30,Empoli,Verona,1:1,https://www.flashscore.co.uk/match/football/4vvAeE9k/#/match-summary,,,51%,49%,16,9,4,3,7,10,"70%,(244/349)","71%,(232/327)",,,4,4,8,2,2,1,5,21,2,3,0,4,34,8,27,22
14.05.2023,02:45,Inter,Sassuolo,4:2,https://www.flashscore.co.uk/match/football/bsgbUu5D/#/match-summary,1.43,2.01,51%,49%,11,16,3,5,1,5,"88%,(445/506)","88%,(415/472)",,,5,8,3,3,3,2,12,8,3,0,2,3,11,15,12,13
04.06.2023,03:00,Cremonese,Salernitana,2:0,https://www.flashscore.co.uk/match/football/QiTl8emI/#/match-summary,1.25,0.50,42%,58%,12,11,4,1,4,6,"81%,(322/400)","86%,(498/579)",,,4,7,4,3,1,4,15,12,1,2,1,2,16,16,15,22
04.05.2023,03:00,Monza,AS Roma,1:1,https://www.flashscore.co.uk/match/football/QeuWvZM3/#/match-summary,0.46,0.89,59%,41%,8,14,4,8,4,3,"81%,(408/504)","77%,(264/343)",0,1,3,3,1,3,0,1,13,15,7,3,3,5,16,13,19,24
04.05.2023,00:00,Atalanta,Spezia,3:2,https://www.flashscore.co.uk/match/football/6i85ODxN/#/match-summary,0.84,0.93,56%,44%,14,9,6,4,12,3,"85%,(415/488)","78%,(324/415)",,,5,4,3,1,3,0,8,10,2,3,0,3,10,11,32,30
08.05.2023,02:45,Lecce,Verona,0:1,https://www.flashscore.co.uk/match/football/GnZFUlad/#/match-summary,0.77,0.60,52%,48%,15,9,2,3,4,4,"71%,(275/389)","67%,(245/366)",,,9,5,4,1,2,2,11,13,2,2,2,5,17,14,25,23
19.02.2023,03:45,Inter,Udinese,3:1,https://www.flashscore.co.uk/match/football/x2T23cr7/#/match-summary,2.97,0.85,60%,40%,19,9,7,1,3,8,"85%,(444/520)","81%,(291/360)",,,4,4,8,4,2,0,14,14,0,4,2,2,13,16,18,13
29.05.2023,00:00,Lazio,Cremonese,3:2,https://www.flashscore.co.uk/match/football/lnYPDaJt/#/match-summary,1.77,0.46,58%,42%,12,11,8,5,4,3,"91%,(568/625)","85%,(381/447)",,,3,5,1,1,4,0,15,8,3,5,2,2,8,19,20,21
04.05.2023,00:00,Salernitana,Fiorentina,3:3,https://www.flashscore.co.uk/match/football/4nvzvgxA/#/match-summary,1.15,2.00,47%,53%,4,12,3,3,2,3,"74%,(248/335)","74%,(276/373)",,,1,5,0,4,2,0,18,15,0,0,3,5,14,21,25,26
09.10.2022,21:00,Salernitana,Verona,2:1,https://www.flashscore.co.uk/match/football/dSgpZuF8/#/match-summary,,,40%,60%,14,12,4,2,1,6,"71%,(229/322)","81%,(370/456)",1,1,6,6,4,4,1,3,9,15,1,2,2,3,18,10,15,20
29.08.2022,02:45,Fiorentina,Napoli,0:0,https://www.flashscore.co.uk/match/football/2BT0mHHS/#/match-summary,,,49%,51%,10,13,5,2,2,3,"83%,(391/469)","86%,(424/495)",,,4,5,1,6,1,2,12,14,2,5,2,3,16,13,11,24
10.11.2022,03:45,Torino,Sampdoria,2:0,https://www.flashscore.co.uk/match/football/8UypH1fG/#/match-summary,,,51%,49%,8,11,5,1,4,3,"77%,(339/440)","77%,(310/403)",,,0,5,3,5,4,4,14,21,1,3,1,3,25,18,24,24
13.11.2022,19:30,Atalanta,Inter,2:3,https://www.flashscore.co.uk/match/football/K4ulGL9M/#/match-summary,,,46%,54%,19,14,7,3,5,4,"77%,(309/401)","83%,(384/463)",,,7,8,5,3,1,0,10,11,1,5,0,3,18,18,27,17
21.08.2022,02:45,Inter,Spezia,3:0,https://www.flashscore.co.uk/match/football/QFyjVHep/#/match-summary,,,55%,45%,19,2,8,0,10,4,"89%,(446/500)","84%,(355/424)",,,8,1,3,1,5,1,11,7,0,5,,,8,16,17,26
