date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Red_cards_home,Red_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Offsides_home,Offsides_away,Fouls_home,Fouls_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Yellow_cards_home,Yellow_cards_away,Free_kicks_home,Free_kicks_away,Throw_ins_home,Throw_ins_away
22.08.2022,00:30,Empoli,Fiorentina,0:0,https://www.flashscore.co.uk/match/football/KYbNZcmT/#/match-summary,,,37%,63%,4,19,2,2,1,9,"74%,(219/295)","87%,(418/482)",1,0,2,9,0,8,1,1,13,11,2,2,1,3,12,14,13,22
06.03.2023,01:00,Inter,Lecce,2:0,https://www.flashscore.co.uk/match/football/0ILRSDBI/#/match-summary,0.92,0.73,62%,38%,14,11,4,1,6,4,"84%,(434/517)","75%,(235/313)",,,7,8,3,2,3,1,10,11,1,2,,,12,13,37,22
08.04.2023,22:30,Atalanta,Bologna,0:2,https://www.flashscore.co.uk/match/football/zXwQ2Khk/#/match-summary,1.61,1.64,49%,51%,15,13,6,6,6,0,"81%,(398/494)","81%,(434/533)",,,4,5,5,2,1,6,6,5,4,6,3,2,9,7,32,28
14.02.2023,03:45,Sampdoria,Inter,0:0,https://www.flashscore.co.uk/match/football/pnFg7uqr/#/match-summary,0.00,0.00,35%,65%,7,25,2,5,3,7,"74%,(267/361)","90%,(600/667)",,,3,13,2,7,0,3,13,11,5,2,3,1,14,12,15,13
25.01.2023,03:45,Lazio,AC Milan,4:0,https://www.flashscore.co.uk/match/football/nisBlzXo/#/match-summary,,,50%,50%,10,10,5,3,3,4,"84%,(415/492)","84%,(416/496)",,,1,2,4,5,1,2,14,11,3,1,1,2,12,15,17,18
10.10.2022,02:45,AS Roma,Lecce,2:1,https://www.flashscore.co.uk/match/football/phjtzMa2/#/match-summary,,,67%,33%,20,6,6,3,13,4,"89%,(477/536)","71%,(196/276)",0,1,7,2,7,1,1,1,12,11,2,4,2,2,11,13,18,23
16.04.2023,21:00,Torino,Salernitana,1:1,https://www.flashscore.co.uk/match/football/2uRy0wf5/#/match-summary,2.17,0.66,64%,36%,16,8,5,1,4,2,"81%,(446/554)","66%,(206/312)",,,6,5,5,2,1,1,14,14,0,4,0,1,15,14,21,23
11.09.2022,02:45,Sampdoria,AC Milan,1:2,https://www.flashscore.co.uk/match/football/KlifO3qg/#/match-summary,,,57%,43%,10,15,4,4,2,4,"88%,(415/473)","83%,(291/352)",0,1,5,7,1,4,0,2,12,10,2,3,5,2,15,17,18,12
11.02.2023,03:45,AC Milan,Torino,1:0,https://www.flashscore.co.uk/match/football/E3ONC1LK/#/match-summary,1.33,0.77,46%,54%,9,12,4,2,3,8,"77%,(315/408)","82%,(385/469)",,,4,5,1,5,1,0,10,20,2,3,1,4,20,11,18,29
04.01.2023,19:30,Sassuolo,Sampdoria,1:2,https://www.flashscore.co.uk/match/football/Qu3lqKw9/#/match-summary,,,67%,33%,16,9,4,4,9,1,"84%,(466/555)","71%,(190/268)",,,6,4,6,1,1,6,16,19,2,3,2,3,24,17,23,19
27.08.2022,02:45,Lazio,Inter,3:1,https://www.flashscore.co.uk/match/football/jyEzsFfd/#/match-summary,,,48%,52%,11,19,7,7,2,4,"88%,(442/503)","89%,(481/539)",,,3,10,1,2,0,0,5,12,6,4,2,1,12,5,8,14
06.09.2022,00:30,Monza,Atalanta,0:2,https://www.flashscore.co.uk/match/football/zcmxISMJ/#/match-summary,,,60%,40%,11,13,3,6,4,9,"82%,(458/558)","78%,(286/366)",,,7,7,1,0,0,1,9,10,4,3,1,1,11,9,18,25
04.01.2023,19:30,Salernitana,AC Milan,1:2,https://www.flashscore.co.uk/match/football/nk4pp0O2/#/match-summary,,,44%,56%,8,16,1,10,6,2,"77%,(241/313)","80%,(319/399)",,,5,1,2,5,1,4,21,13,8,0,4,1,17,22,16,20
08.04.2023,20:30,Fiorentina,Spezia,1:1,https://www.flashscore.co.uk/match/football/ENxU1v8e/#/match-summary,1.18,0.49,65%,35%,19,4,4,3,8,4,"81%,(358/444)","64%,(152/238)",,,8,1,7,0,0,1,12,29,2,4,0,7,29,14,37,14
09.11.2022,03:45,Cremonese,AC Milan,0:0,https://www.flashscore.co.uk/match/football/KpH63rQG/#/match-summary,,,27%,73%,6,16,1,5,2,4,"63%,(146/232)","86%,(546/635)",,,2,7,3,4,2,2,16,10,5,1,4,3,12,19,21,19
30.04.2023,00:00,AS Roma,AC Milan,1:1,https://www.flashscore.co.uk/match/football/vuHlSewb/#/match-summary,1.30,1.17,36%,64%,11,11,1,1,1,5,"75%,(246/328)","87%,(504/579)",,,4,7,6,3,0,0,9,6,0,0,3,2,,,,
08.01.2023,03:45,Monza,Inter,2:2,https://www.flashscore.co.uk/match/football/6cu0vVis/#/match-summary,,,55%,45%,13,11,4,3,3,5,"83%,(425/512)","82%,(348/424)",,,6,7,3,1,0,3,14,20,1,2,0,3,23,14,22,17
14.01.2023,03:45,Napoli,Juventus,5:1,https://www.flashscore.co.uk/match/football/p2JxhlMt/#/match-summary,,,60%,40%,14,11,10,2,2,5,"88%,(500/568)","82%,(297/362)",,,2,4,2,5,1,0,10,9,1,5,0,1,15,13,19,21
07.01.2023,22:00,Fiorentina,Sassuolo,2:1,https://www.flashscore.co.uk/match/football/YoxYzdok/#/match-summary,,,53%,47%,14,17,5,4,6,3,"76%,(311/409)","73%,(273/374)",,,5,7,4,6,1,1,14,9,3,3,4,3,18,19,23,18
05.05.2023,02:45,Empoli,Bologna,3:1,https://www.flashscore.co.uk/match/football/pr79NXiT/#/match-summary,1.29,1.46,28%,72%,13,18,3,3,2,5,"68%,(150/221)","87%,(495/570)",,,7,9,3,6,0,3,15,16,2,1,3,0,19,14,17,29
11.11.2022,03:45,Lazio,Monza,1:0,https://www.flashscore.co.uk/match/football/Qodod0Ij/#/match-summary,,,47%,53%,12,8,4,0,4,3,"92%,(449/490)","90%,(508/563)",,,5,7,3,1,0,1,15,14,0,3,2,1,15,16,14,17
04.01.2023,23:30,Lecce,Lazio,2:1,https://www.flashscore.co.uk/match/football/KrCbMdWe/#/match-summary,,,40%,60%,11,8,4,2,4,3,"71%,(267/376)","80%,(462/578)",,,4,3,3,3,3,2,16,13,1,2,3,2,15,19,31,30
30.10.2022,19:30,Empoli,Atalanta,0:2,https://www.flashscore.co.uk/match/football/63QijYk0/#/match-summary,,,52%,48%,13,20,3,6,7,2,"82%,(353/430)","83%,(341/410)",,,4,3,6,11,4,2,10,13,4,3,2,1,15,12,32,16
20.02.2023,01:00,Spezia,Juventus,0:2,https://www.flashscore.co.uk/match/football/p8jUJISm/#/match-summary,1.16,1.43,58%,42%,18,15,7,3,7,4,"84%,(444/526)","76%,(281/370)",,,3,9,8,3,2,4,8,9,1,7,2,2,13,10,26,18
16.01.2023,03:45,AS Roma,Fiorentina,2:0,https://www.flashscore.co.uk/match/football/SQ8si8ym/#/match-summary,,,52%,48%,10,7,4,3,5,9,"88%,(396/452)","85%,(359/423)",0,1,5,2,1,2,3,1,15,12,3,2,3,4,12,18,18,17
30.04.2023,18:30,Inter,Lazio,3:1,https://www.flashscore.co.uk/match/football/U9Zc5YVp/#/match-summary,3.36,0.73,61%,39%,25,9,9,5,2,3,"87%,(542/623)","81%,(316/390)",,,11,1,5,3,2,2,13,14,4,6,2,4,,,,
11.09.2022,21:00,Bologna,Fiorentina,2:1,https://www.flashscore.co.uk/match/football/YiVO8Oq6/#/match-summary,,,39%,61%,12,13,4,2,6,8,"81%,(228/280)","88%,(380/433)",0,1,5,7,3,4,3,0,8,13,1,2,1,4,13,11,17,27
08.01.2023,22:00,Lazio,Empoli,2:2,https://www.flashscore.co.uk/match/football/K2vpYgV7/#/match-summary,,,54%,46%,18,5,4,2,10,3,"89%,(523/588)","88%,(444/505)",,,8,1,6,2,2,1,17,10,0,2,4,1,11,19,10,11
12.03.2023,22:00,Verona,Monza,1:1,https://www.flashscore.co.uk/match/football/nD2wOOPj/#/match-summary,0.68,1.21,39%,61%,8,9,3,3,7,2,"77%,(287/373)","87%,(517/594)",,,3,4,2,2,1,2,17,12,2,2,2,0,14,19,10,12
19.02.2023,19:30,Atalanta,Lecce,1:2,https://www.flashscore.co.uk/match/football/4lVf5JDf/#/match-summary,1.52,0.47,70%,30%,20,4,10,2,6,1,"81%,(522/643)","66%,(185/281)",,,6,2,4,0,2,2,10,12,0,9,3,3,14,11,43,16
24.01.2023,03:45,Inter,Empoli,0:1,https://www.flashscore.co.uk/match/football/rN2ApOKU/#/match-summary,,,49%,51%,16,13,1,8,2,3,"82%,(384/468)","85%,(442/520)",1,0,8,3,7,2,0,0,13,16,7,1,4,3,16,13,17,20
17.04.2023,02:45,AS Roma,Udinese,3:0,https://www.flashscore.co.uk/match/football/GOOP2uAn/#/match-summary,2.72,1.28,42%,58%,12,10,7,2,6,2,"78%,(263/337)","87%,(425/489)",,,4,4,1,4,2,1,18,11,2,4,1,4,11,17,15,9
19.02.2023,22:00,Fiorentina,Empoli,1:1,https://www.flashscore.co.uk/match/football/ruUb4wT0/#/match-summary,2.41,0.79,61%,39%,27,5,4,3,13,1,"83%,(348/417)","73%,(209/286)",,,15,2,8,0,3,3,8,15,2,3,1,5,18,12,37,23
26.02.2023,19:30,Bologna,Inter,1:0,https://www.flashscore.co.uk/match/football/xG8yIdc0/#/match-summary,1.38,1.09,48%,52%,14,13,5,4,1,6,"81%,(398/491)","83%,(436/525)",,,6,6,3,3,4,2,7,14,4,4,1,2,22,13,25,20
23.01.2023,01:00,Spezia,AS Roma,0:2,https://www.flashscore.co.uk/match/football/GWYRphWA/#/match-summary,,,52%,48%,8,13,0,3,4,0,"80%,(406/508)","80%,(383/479)",,,5,7,3,3,0,1,17,11,1,0,3,1,12,18,24,24
11.09.2022,18:30,Atalanta,Cremonese,1:1,https://www.flashscore.co.uk/match/football/vVVK94Ua/#/match-summary,,,58%,42%,14,7,6,4,3,3,"81%,(351/435)","75%,(225/299)",,,3,1,5,2,2,0,9,17,3,5,2,5,16,11,24,20
28.08.2022,02:45,AC Milan,Bologna,2:0,https://www.flashscore.co.uk/match/football/6qdN4In3/#/match-summary,,,48%,52%,19,8,7,0,5,1,"83%,(351/421)","82%,(389/475)",,,6,6,6,2,2,2,13,9,0,5,2,1,11,15,18,16
14.03.2023,03:45,AC Milan,Salernitana,1:1,https://www.flashscore.co.uk/match/football/6TLLpnX3/#/match-summary,2.49,0.79,64%,36%,24,6,4,3,6,4,"86%,(487/566)","71%,(233/328)",,,12,0,8,3,0,1,15,13,2,3,2,3,14,15,25,20
04.01.2023,21:30,Torino,Verona,1:1,https://www.flashscore.co.uk/match/football/Kvdcsb8L/#/match-summary,,,67%,33%,9,10,3,2,6,3,"80%,(463/579)","62%,(180/290)",,,2,6,4,2,2,0,7,17,1,2,1,1,17,9,27,13
23.04.2023,21:00,Udinese,Cremonese,3:0,https://www.flashscore.co.uk/match/football/xbuKCGwB/#/match-summary,1.69,1.08,48%,52%,17,12,9,2,3,8,"83%,(324/390)","84%,(351/418)",,,5,5,3,5,0,2,13,11,2,6,2,3,14,13,20,23
12.02.2023,19:30,Udinese,Sassuolo,2:2,https://www.flashscore.co.uk/match/football/OxEc6abl/#/match-summary,1.74,0.97,47%,53%,17,6,8,1,10,7,"87%,(344/395)","89%,(393/441)",,,4,5,5,0,3,0,12,8,0,6,2,2,8,15,12,15
09.10.2022,18:30,Torino,Empoli,1:1,https://www.flashscore.co.uk/match/football/UuhhXJqL/#/match-summary,,,66%,34%,20,6,7,2,6,1,"89%,(457/513)","72%,(191/265)",,,11,3,2,1,3,1,15,9,1,6,2,4,17,20,30,17
02.04.2023,18:30,Bologna,Udinese,3:0,https://www.flashscore.co.uk/match/football/prPsjs9q/#/match-summary,0.72,0.85,52%,48%,11,15,4,5,2,7,"87%,(418/482)","83%,(367/440)",,,5,8,2,2,2,1,17,10,5,1,1,1,11,19,14,25
24.04.2023,02:45,Juventus,Napoli,0:1,https://www.flashscore.co.uk/match/football/UiIhdegU/#/match-summary,0.39,1.41,35%,65%,7,17,4,6,3,6,"78%,(253/323)","89%,(557/627)",,,3,4,0,7,1,0,15,11,5,4,4,1,11,16,17,17
18.10.2022,02:45,Lecce,Fiorentina,1:1,https://www.flashscore.co.uk/match/football/WMTMnaq8/#/match-summary,,,41%,59%,6,10,2,5,2,8,"70%,(211/301)","76%,(337/443)",1,0,4,0,0,5,3,2,15,16,4,1,5,5,18,18,18,25
13.02.2023,03:45,Napoli,Cremonese,3:0,https://www.flashscore.co.uk/match/football/S6SRBLzR/#/match-summary,2.19,0.19,66%,34%,15,6,10,1,9,7,"88%,(615/699)","76%,(260/343)",,,4,2,1,3,3,0,7,7,1,7,0,2,9,14,11,20
12.03.2023,22:00,Cremonese,Fiorentina,0:2,https://www.flashscore.co.uk/match/football/hCp5tXuI/#/match-summary,2.01,1.66,47%,53%,16,10,5,3,1,6,"69%,(255/370)","74%,(319/431)",,,5,4,6,3,3,3,10,17,1,5,1,2,20,13,28,27
27.05.2023,21:00,Salernitana,Udinese,3:2,https://www.flashscore.co.uk/match/football/dCyYBwlg/#/match-summary,1.24,2.21,48%,52%,11,10,3,4,2,1,"81%,(325/401)","81%,(352/435)",0,1,3,5,5,1,0,1,12,22,2,0,3,3,22,9,18,17
04.04.2023,02:45,Sassuolo,Torino,1:1,https://www.flashscore.co.uk/match/football/Gncg8tVR/#/match-summary,1.08,2.02,47%,53%,12,16,4,2,6,7,"82%,(355/432)","84%,(407/482)",,,4,6,4,8,1,3,12,9,1,3,1,1,13,13,21,10
13.09.2022,02:45,Empoli,AS Roma,1:2,https://www.flashscore.co.uk/match/football/CrUS7raC/#/match-summary,,,51%,49%,11,8,1,4,7,7,"81%,(328/403)","77%,(284/368)",1,0,6,3,4,1,0,0,13,12,2,0,3,1,12,12,28,33
05.02.2023,22:00,Torino,Udinese,1:0,https://www.flashscore.co.uk/match/football/xMkGgMEr/#/match-summary,,,56%,44%,11,11,3,3,6,5,"85%,(393/462)","77%,(275/357)",,,4,4,4,4,3,1,13,8,3,2,1,2,9,16,15,13
29.08.2022,00:30,Salernitana,Sampdoria,4:0,https://www.flashscore.co.uk/match/football/vcfV2dHF/#/match-summary,,,45%,55%,9,17,6,6,6,3,"80%,(309/386)","85%,(413/488)",,,2,6,1,5,1,4,19,14,6,2,2,2,18,20,11,16
25.04.2023,02:45,Atalanta,AS Roma,3:1,https://www.flashscore.co.uk/match/football/p4Gtac9B/#/match-summary,0.99,1.12,37%,63%,7,14,4,1,3,4,"71%,(250/354)","82%,(503/611)",,,2,7,1,6,1,1,15,11,0,1,3,1,12,16,17,22
07.03.2023,01:30,Sassuolo,Cremonese,3:2,https://www.flashscore.co.uk/match/football/OWhlpFtg/#/match-summary,1.07,1.16,54%,46%,13,13,7,6,4,3,"77%,(345/448)","72%,(267/373)",,,5,6,1,1,0,0,11,9,4,4,1,4,13,18,32,24
26.02.2023,03:45,Lecce,Sassuolo,0:1,https://www.flashscore.co.uk/match/football/pMV2YHss/#/match-summary,1.29,1.18,41%,59%,16,7,0,3,4,7,"66%,(213/323)","78%,(366/470)",,,11,4,5,0,2,1,17,7,2,0,2,2,8,19,38,32
30.10.2022,02:45,Inter,Sampdoria,3:0,https://www.flashscore.co.uk/match/football/Q5tglCKC/#/match-summary,,,52%,48%,17,9,8,2,3,3,"81%,(397/488)","83%,(374/453)",,,7,5,2,2,0,0,4,13,2,5,1,6,13,5,13,19
04.05.2023,00:00,Juventus,Lecce,2:1,https://www.flashscore.co.uk/match/football/GQcuIBFj/#/match-summary,1.93,1.51,55%,45%,16,14,4,5,6,7,"86%,(404/470)","81%,(310/383)",,,10,6,2,3,3,4,11,10,4,2,2,2,16,12,9,15
29.10.2022,21:00,Napoli,Sassuolo,4:0,https://www.flashscore.co.uk/match/football/xpAB6gzs/#/match-summary,,,67%,33%,18,10,6,6,11,5,"92%,(614/667)","80%,(254/317)",0,1,8,4,4,0,3,0,5,6,6,2,0,3,6,8,20,19
06.11.2022,22:00,Monza,Verona,2:0,https://www.flashscore.co.uk/match/football/CEQo86Bo/#/match-summary,,,75%,25%,14,7,3,2,5,2,"86%,(553/641)","59%,(118/199)",0,1,8,4,3,1,1,2,10,10,2,1,3,1,11,11,12,23
28.08.2022,00:30,Juventus,AS Roma,1:1,https://www.flashscore.co.uk/match/football/CpFWseuj/#/match-summary,,,57%,43%,14,8,3,4,4,5,"88%,(442/502)","81%,(318/392)",,,8,2,3,2,0,1,16,7,3,2,2,2,8,16,22,20
