date,home_team,away_team,home_team_code,away_team_code,hour,day_code,Ball_possession_home,Total_shots_home,Total_shots_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Free_kicks_home,Free_kicks_away,result
2023-01-07,Fiorentina,Sassuolo,8,20,22,5,0.53,14.0,17.0,3.0,3.0,6.0,3.0,0.76,0.73,18.0,19.0,1
2023-05-05,Empoli,Bologna,7,3,2,4,0.28,13.0,18.0,2.0,1.0,2.0,5.0,0.68,0.87,19.0,14.0,1
2022-11-11,Lazio,Monza,13,15,3,4,0.47,12.0,8.0,0.0,3.0,4.0,3.0,0.92,0.9,15.0,16.0,1
2023-01-04,Lecce,Lazio,14,13,23,2,0.4,11.0,8.0,1.0,2.0,4.0,3.0,0.71,0.8,15.0,19.0,1
2022-10-30,Empoli,Atalanta,7,2,19,6,0.52,13.0,20.0,4.0,3.0,7.0,2.0,0.82,0.83,15.0,12.0,-1
2023-02-20,Spezia,Juventus,21,12,1,0,0.58,18.0,15.0,1.0,7.0,7.0,4.0,0.84,0.76,13.0,10.0,-1
2023-01-16,AS Roma,Fiorentina,1,8,3,0,0.52,10.0,7.0,3.0,2.0,5.0,9.0,0.88,0.85,12.0,18.0,1
2023-04-30,Inter,Lazio,11,13,18,6,0.61,25.0,9.0,4.0,6.0,2.0,3.0,0.87,0.81,14.0,13.0,1
2022-09-11,Bologna,Fiorentina,3,8,21,6,0.39,12.0,13.0,1.0,2.0,6.0,8.0,0.81,0.88,13.0,11.0,1
2023-01-08,Lazio,Empoli,13,7,22,6,0.54,18.0,5.0,0.0,2.0,10.0,3.0,0.89,0.88,11.0,19.0,-1
2023-03-12,Verona,Monza,25,15,22,6,0.39,8.0,9.0,2.0,2.0,7.0,2.0,0.77,0.87,14.0,19.0,-1
2023-02-19,Atalanta,Lecce,2,14,19,6,0.7,20.0,4.0,0.0,9.0,6.0,1.0,0.81,0.66,14.0,11.0,-1
2023-01-24,Inter,Empoli,11,7,3,1,0.49,16.0,13.0,7.0,1.0,2.0,3.0,0.82,0.85,16.0,13.0,-1
2023-04-17,AS Roma,Udinese,1,23,2,0,0.42,12.0,10.0,2.0,4.0,6.0,2.0,0.78,0.87,11.0,17.0,1
2023-02-19,Fiorentina,Empoli,8,7,22,6,0.61,27.0,5.0,2.0,3.0,13.0,1.0,0.83,0.73,18.0,12.0,-1
2023-02-26,Bologna,Inter,3,11,19,6,0.48,14.0,13.0,4.0,4.0,1.0,6.0,0.81,0.83,22.0,13.0,1
2023-01-23,Spezia,AS Roma,21,1,1,0,0.52,8.0,13.0,1.0,0.0,4.0,0.0,0.8,0.8,12.0,18.0,-1
2022-09-11,Atalanta,Cremonese,2,6,18,6,0.58,14.0,7.0,3.0,5.0,3.0,3.0,0.81,0.75,16.0,11.0,-1
2022-08-28,AC Milan,Bologna,0,3,2,6,0.48,19.0,8.0,0.0,5.0,5.0,1.0,0.83,0.82,11.0,15.0,1
2023-03-14,AC Milan,Salernitana,0,18,3,1,0.64,24.0,6.0,2.0,3.0,6.0,4.0,0.86,0.71,14.0,15.0,-1
2023-01-04,Torino,Verona,22,25,21,2,0.67,9.0,10.0,1.0,2.0,6.0,3.0,0.8,0.62,17.0,9.0,-1
2023-04-23,Udinese,Cremonese,23,6,21,6,0.48,17.0,12.0,2.0,6.0,3.0,8.0,0.83,0.84,14.0,13.0,1
2023-02-12,Udinese,Sassuolo,23,20,19,6,0.47,17.0,6.0,0.0,6.0,10.0,7.0,0.87,0.89,8.0,15.0,-1
2022-10-09,Torino,Empoli,22,7,18,6,0.66,20.0,6.0,1.0,6.0,6.0,1.0,0.89,0.72,17.0,20.0,-1
2023-04-02,Bologna,Udinese,3,23,18,6,0.52,11.0,15.0,5.0,1.0,2.0,7.0,0.87,0.83,11.0,19.0,1
2023-04-24,Juventus,Napoli,12,16,2,0,0.35,7.0,17.0,5.0,4.0,3.0,6.0,0.78,0.89,11.0,16.0,-1
2022-10-18,Lecce,Fiorentina,14,8,2,1,0.41,6.0,10.0,4.0,1.0,2.0,8.0,0.7,0.76,18.0,18.0,-1
2023-02-13,Napoli,Cremonese,16,6,3,0,0.66,15.0,6.0,1.0,7.0,9.0,7.0,0.88,0.76,9.0,14.0,1
2023-03-12,Cremonese,Fiorentina,6,8,22,6,0.47,16.0,10.0,1.0,5.0,1.0,6.0,0.69,0.74,20.0,13.0,-1
2023-05-27,Salernitana,Udinese,18,23,21,5,0.48,11.0,10.0,2.0,0.0,2.0,1.0,0.81,0.81,22.0,9.0,1
2023-04-04,Sassuolo,Torino,20,22,2,1,0.47,12.0,16.0,1.0,3.0,6.0,7.0,0.82,0.84,13.0,13.0,-1
2022-09-13,Empoli,AS Roma,7,1,2,1,0.51,11.0,8.0,2.0,0.0,7.0,7.0,0.81,0.77,12.0,12.0,-1
2023-02-05,Torino,Udinese,22,23,22,6,0.56,11.0,11.0,3.0,2.0,6.0,5.0,0.85,0.77,9.0,16.0,1
2022-08-29,Salernitana,Sampdoria,18,19,0,0,0.45,9.0,17.0,6.0,2.0,6.0,3.0,0.8,0.85,18.0,20.0,1
2023-04-25,Atalanta,AS Roma,2,1,2,1,0.37,7.0,14.0,0.0,1.0,3.0,4.0,0.71,0.82,12.0,16.0,1
2023-03-07,Sassuolo,Cremonese,20,6,1,1,0.54,13.0,13.0,4.0,4.0,4.0,3.0,0.77,0.72,13.0,18.0,1
2023-02-26,Lecce,Sassuolo,14,20,3,6,0.41,16.0,7.0,2.0,0.0,4.0,7.0,0.66,0.78,8.0,19.0,-1
2022-10-30,Inter,Sampdoria,11,19,2,6,0.52,17.0,9.0,2.0,5.0,3.0,3.0,0.81,0.83,13.0,5.0,1
2023-05-04,Juventus,Lecce,12,14,0,3,0.55,16.0,14.0,4.0,2.0,6.0,7.0,0.86,0.81,16.0,12.0,1
2022-10-29,Napoli,Sassuolo,16,20,21,5,0.67,18.0,10.0,6.0,2.0,11.0,5.0,0.92,0.8,6.0,8.0,1
2022-11-06,Monza,Verona,15,25,22,6,0.75,14.0,7.0,2.0,1.0,5.0,2.0,0.86,0.59,11.0,11.0,1
2022-08-28,Juventus,AS Roma,12,1,0,6,0.57,14.0,8.0,3.0,2.0,4.0,5.0,0.88,0.81,8.0,16.0,-1
2023-09-02,AS Roma,AC Milan,1,0,2,5,0.43,13.0,9.0,2.0,1.0,3.0,5.0,0.84,0.88,13.0,15.0,-1
2024-02-05,Atalanta,Lazio,2,13,1,0,0.53,19.0,7.0,0.0,2.0,6.0,1.0,0.86,0.84,13.0,13.0,1
2024-03-17,Salernitana,Lecce,18,14,1,6,0.71,15.0,17.0,3.0,6.0,7.0,1.0,0.88,0.77,19.0,11.0,-1
2024-03-11,Juventus,Atalanta,12,2,1,0,0.51,18.0,7.0,1.0,3.0,4.0,3.0,0.85,0.86,11.0,14.0,-1
2024-02-10,Cagliari,Lazio,4,13,22,5,0.45,13.0,12.0,2.0,5.0,7.0,8.0,0.8,0.85,10.0,8.0,-1
2024-04-14,Torino,Juventus,22,12,0,6,0.48,13.0,8.0,3.0,2.0,6.0,2.0,0.85,0.85,12.0,18.0,-1
2024-01-07,Udinese,Lazio,23,13,22,6,0.47,13.0,7.0,0.0,1.0,4.0,4.0,0.8,0.81,21.0,14.0,-1
2024-04-22,Monza,Atalanta,15,2,2,0,0.58,17.0,12.0,4.0,1.0,2.0,8.0,0.86,0.79,15.0,8.0,-1
2023-08-20,Genoa,Fiorentina,10,8,2,6,0.32,4.0,9.0,1.0,1.0,3.0,4.0,0.75,0.88,14.0,16.0,-1
2024-05-27,Verona,Inter,25,11,2,0,0.35,18.0,15.0,9.0,6.0,9.0,3.0,0.8,0.87,14.0,19.0,-1
2023-10-22,Sassuolo,Lazio,20,13,2,6,0.51,9.0,18.0,4.0,2.0,5.0,7.0,0.84,0.86,15.0,6.0,-1
2024-04-09,Udinese,Inter,23,11,2,1,0.23,3.0,23.0,4.0,0.0,0.0,8.0,0.6,0.89,16.0,10.0,-1
2024-01-08,Salernitana,Juventus,18,12,1,0,0.29,8.0,18.0,1.0,2.0,2.0,8.0,0.71,0.89,17.0,10.0,-1
2023-12-23,Sassuolo,Genoa,20,10,1,5,0.43,12.0,14.0,3.0,2.0,3.0,6.0,0.82,0.86,10.0,12.0,-1
2024-02-27,AS Roma,Torino,1,22,1,1,0.55,6.0,14.0,4.0,0.0,0.0,4.0,0.86,0.84,17.0,12.0,1
2023-09-17,Genoa,Napoli,10,16,2,6,0.34,8.0,12.0,2.0,1.0,3.0,1.0,0.75,0.86,11.0,15.0,-1
2023-09-29,Genoa,AS Roma,10,1,2,4,0.29,8.0,13.0,2.0,0.0,1.0,7.0,0.76,0.9,15.0,6.0,1
2024-03-10,AC Milan,Empoli,0,7,22,6,0.62,15.0,5.0,2.0,4.0,11.0,4.0,0.91,0.84,17.0,19.0,1
2023-12-09,Verona,Lazio,25,13,22,5,0.29,5.0,14.0,4.0,0.0,1.0,7.0,0.64,0.84,13.0,18.0,-1
2024-03-17,Juventus,Genoa,12,10,19,6,0.66,17.0,5.0,2.0,2.0,12.0,2.0,0.85,0.72,11.0,13.0,-1
2023-12-30,Genoa,Inter,10,11,3,5,0.48,13.0,16.0,5.0,3.0,8.0,2.0,0.79,0.86,14.0,13.0,-1
2023-11-27,Juventus,Inter,12,11,3,0,0.35,4.0,8.0,3.0,0.0,1.0,0.0,0.83,0.91,12.0,10.0,-1
2024-02-24,Bologna,Verona,3,25,3,5,0.58,12.0,7.0,3.0,1.0,11.0,1.0,0.82,0.79,13.0,12.0,1
2024-02-27,Fiorentina,Lazio,8,13,3,1,0.54,22.0,5.0,0.0,5.0,13.0,2.0,0.85,0.84,12.0,16.0,1
2023-12-05,Torino,Atalanta,22,2,3,1,0.54,9.0,10.0,4.0,2.0,4.0,3.0,0.81,0.8,13.0,15.0,1
2024-05-19,Sassuolo,Cagliari,20,4,18,6,0.5,7.0,13.0,1.0,0.0,5.0,6.0,0.73,0.73,11.0,14.0,-1
2023-12-30,Napoli,Monza,16,15,1,5,0.58,25.0,8.0,3.0,9.0,10.0,1.0,0.88,0.8,23.0,10.0,-1
2023-12-10,Frosinone,Torino,9,22,19,6,0.52,11.0,16.0,3.0,5.0,3.0,8.0,0.73,0.71,20.0,15.0,-1
2024-06-03,Atalanta,Fiorentina,2,8,0,0,0.53,12.0,8.0,1.0,1.0,4.0,4.0,0.82,0.79,12.0,11.0,-1
2024-03-02,Udinese,Salernitana,23,18,22,5,0.5,18.0,17.0,0.0,4.0,5.0,6.0,0.86,0.82,15.0,18.0,-1
2024-03-04,Napoli,Juventus,16,12,3,0,0.71,14.0,18.0,3.0,5.0,2.0,1.0,0.89,0.75,17.0,9.0,1
2024-05-27,Empoli,AS Roma,7,1,2,0,0.33,17.0,15.0,2.0,5.0,4.0,5.0,0.74,0.86,12.0,18.0,1
2024-01-16,Atalanta,Frosinone,2,9,3,1,0.48,21.0,8.0,5.0,4.0,8.0,2.0,0.82,0.83,9.0,11.0,1
2024-05-07,Udinese,Napoli,23,16,2,1,0.32,10.0,12.0,3.0,1.0,7.0,5.0,0.8,0.88,12.0,21.0,-1
2024-05-13,Atalanta,AS Roma,2,1,2,0,0.58,24.0,9.0,5.0,5.0,6.0,1.0,0.87,0.79,15.0,15.0,1
2023-12-17,Napoli,Cagliari,16,4,1,6,0.67,21.0,9.0,2.0,3.0,5.0,3.0,0.84,0.61,11.0,18.0,1
2024-04-26,Udinese,AS Roma,23,1,2,4,0.28,9.0,19.0,3.0,2.0,5.0,8.0,0.72,0.87,9.0,14.0,-1
2023-11-28,Bologna,Torino,3,22,3,1,0.49,13.0,9.0,3.0,0.0,3.0,2.0,0.79,0.8,17.0,17.0,1
2023-12-24,Verona,Cagliari,25,4,1,6,0.59,13.0,12.0,3.0,3.0,11.0,7.0,0.83,0.77,20.0,12.0,1
2024-02-24,Sassuolo,Empoli,20,7,22,5,0.54,19.0,13.0,3.0,3.0,4.0,1.0,0.8,0.78,13.0,9.0,-1
2023-12-18,Bologna,AS Roma,3,1,1,0,0.56,8.0,8.0,3.0,0.0,0.0,4.0,0.88,0.84,20.0,18.0,1
2024-03-10,Lecce,Verona,14,25,19,6,0.56,15.0,13.0,3.0,3.0,11.0,6.0,0.69,0.61,21.0,17.0,-1
2023-12-30,Fiorentina,Torino,8,22,1,5,0.52,12.0,6.0,3.0,2.0,4.0,2.0,0.8,0.77,17.0,13.0,1
2023-08-29,Cagliari,Inter,4,11,2,1,0.33,12.0,17.0,1.0,2.0,4.0,7.0,0.78,0.88,12.0,10.0,-1
2023-08-20,Frosinone,Napoli,9,16,0,6,0.48,4.0,19.0,5.0,0.0,4.0,6.0,0.88,0.89,18.0,17.0,-1
2023-12-02,Genoa,Empoli,10,7,22,5,0.51,21.0,9.0,0.0,0.0,5.0,3.0,0.72,0.74,18.0,21.0,-1
2023-08-21,Udinese,Juventus,23,12,2,0,0.48,18.0,9.0,1.0,5.0,7.0,3.0,0.88,0.82,14.0,15.0,-1
2024-02-12,Genoa,Atalanta,10,2,1,0,0.55,15.0,14.0,5.0,5.0,7.0,4.0,0.81,0.76,13.0,8.0,-1
2024-04-02,Lecce,AS Roma,14,1,0,1,0.4,27.0,10.0,3.0,6.0,8.0,4.0,0.74,0.8,12.0,11.0,-1
2024-05-20,Inter,Lazio,11,13,0,0,0.58,19.0,8.0,2.0,6.0,8.0,0.0,0.9,0.83,19.0,9.0,-1
2024-04-27,Lecce,Monza,14,15,21,5,0.46,12.0,9.0,0.0,3.0,0.0,5.0,0.82,0.81,19.0,13.0,-1
2024-04-07,Frosinone,Bologna,9,3,18,6,0.34,12.0,13.0,5.0,5.0,5.0,2.0,0.69,0.86,16.0,8.0,-1
2024-04-02,Inter,Empoli,11,7,2,1,0.59,19.0,14.0,3.0,5.0,8.0,6.0,0.91,0.85,16.0,15.0,1
2024-04-06,AC Milan,Lecce,0,14,21,5,0.64,16.0,11.0,7.0,5.0,5.0,1.0,0.92,0.86,9.0,9.0,1
2024-03-16,Monza,Cagliari,15,4,22,5,0.62,15.0,10.0,0.0,2.0,3.0,7.0,0.87,0.78,12.0,12.0,1
2023-12-12,Empoli,Lecce,7,14,1,1,0.55,18.0,14.0,4.0,5.0,8.0,3.0,0.78,0.76,19.0,17.0,-1
2024-04-29,Fiorentina,Sassuolo,8,20,2,0,0.67,22.0,7.0,1.0,5.0,10.0,2.0,0.89,0.73,8.0,12.0,1
2023-09-28,Lazio,Torino,13,22,2,3,0.5,6.0,7.0,2.0,1.0,4.0,2.0,0.86,0.87,14.0,11.0,1
2023-11-05,Atalanta,Inter,2,11,1,6,0.54,14.0,10.0,2.0,3.0,6.0,1.0,0.84,0.81,14.0,15.0,-1
2023-12-03,Fiorentina,Salernitana,8,18,22,6,0.58,22.0,11.0,1.0,6.0,3.0,2.0,0.86,0.79,13.0,13.0,1
2023-10-30,Inter,AS Roma,11,1,1,0,0.63,19.0,3.0,1.0,2.0,8.0,0.0,0.88,0.78,12.0,14.0,1
2024-01-15,Fiorentina,Udinese,8,23,1,0,0.7,10.0,12.0,4.0,1.0,4.0,4.0,0.86,0.74,14.0,15.0,-1
2023-12-11,AS Roma,Fiorentina,1,8,3,0,0.34,4.0,14.0,7.0,0.0,1.0,6.0,0.74,0.89,11.0,14.0,-1
2024-01-17,Juventus,Sassuolo,12,20,3,2,0.46,12.0,8.0,4.0,2.0,5.0,2.0,0.84,0.85,9.0,15.0,1
2023-12-31,Juventus,AS Roma,12,1,3,6,0.43,13.0,11.0,2.0,3.0,2.0,2.0,0.84,0.87,14.0,17.0,1
2023-12-24,AS Roma,Napoli,1,16,3,6,0.41,17.0,7.0,2.0,2.0,4.0,0.0,0.8,0.87,8.0,18.0,1
2024-01-22,Salernitana,Genoa,18,10,1,0,0.6,11.0,5.0,3.0,1.0,5.0,5.0,0.83,0.73,11.0,17.0,-1
2024-02-17,Torino,Lecce,22,14,2,5,0.6,12.0,8.0,4.0,2.0,5.0,5.0,0.82,0.75,9.0,16.0,1
2024-03-04,Atalanta,Bologna,2,3,1,0,0.55,11.0,11.0,4.0,1.0,6.0,2.0,0.82,0.83,17.0,15.0,-1
2023-10-08,Monza,Salernitana,15,18,18,6,0.58,16.0,8.0,5.0,4.0,7.0,7.0,0.86,0.81,18.0,8.0,1
2024-01-06,Inter,Verona,11,25,19,5,0.61,15.0,8.0,2.0,4.0,7.0,0.0,0.83,0.74,15.0,20.0,1
2024-01-15,AC Milan,AS Roma,0,1,3,0,0.48,17.0,12.0,4.0,2.0,2.0,5.0,0.89,0.87,13.0,11.0,1
2023-11-12,Napoli,Empoli,16,7,19,6,0.65,18.0,8.0,2.0,7.0,8.0,3.0,0.87,0.75,18.0,12.0,-1
2023-11-05,Verona,Monza,25,15,19,6,0.46,16.0,12.0,3.0,4.0,2.0,6.0,0.71,0.86,12.0,6.0,-1
2023-12-18,Lazio,Inter,13,11,3,0,0.48,13.0,12.0,2.0,4.0,8.0,7.0,0.86,0.88,15.0,13.0,-1
2023-12-19,Atalanta,Salernitana,2,18,3,1,0.52,20.0,10.0,2.0,7.0,10.0,7.0,0.82,0.77,14.0,10.0,1
2024-03-11,Fiorentina,AS Roma,8,1,3,0,0.33,15.0,10.0,3.0,3.0,8.0,2.0,0.8,0.88,15.0,10.0,-1
2023-09-04,Empoli,Juventus,7,12,2,0,0.5,7.0,18.0,3.0,0.0,3.0,7.0,0.87,0.85,14.0,15.0,-1
2024-05-12,Napoli,Bologna,16,3,0,6,0.6,16.0,11.0,2.0,6.0,9.0,3.0,0.88,0.84,10.0,17.0,-1
2023-09-24,Lazio,Monza,13,15,2,6,0.49,8.0,16.0,3.0,0.0,1.0,3.0,0.85,0.84,8.0,16.0,-1
2023-12-30,Udinese,Bologna,23,3,22,5,0.26,15.0,14.0,5.0,4.0,7.0,7.0,0.76,0.87,12.0,12.0,1
2023-10-31,Empoli,Atalanta,7,2,1,1,0.44,9.0,18.0,3.0,2.0,3.0,6.0,0.77,0.83,15.0,13.0,-1
2024-05-07,Salernitana,Atalanta,18,2,0,1,0.31,9.0,17.0,2.0,1.0,1.0,7.0,0.66,0.85,14.0,13.0,-1
2023-10-01,AC Milan,Lazio,0,13,0,6,0.5,14.0,13.0,4.0,5.0,7.0,1.0,0.86,0.85,7.0,19.0,1
2024-03-10,Genoa,Monza,10,15,3,6,0.62,22.0,9.0,2.0,4.0,10.0,1.0,0.87,0.75,10.0,11.0,-1
2023-09-24,Empoli,Inter,7,11,18,6,0.39,7.0,23.0,5.0,1.0,3.0,6.0,0.81,0.86,12.0,15.0,-1
2024-02-26,AC Milan,Atalanta,0,2,3,0,0.68,20.0,8.0,2.0,6.0,5.0,3.0,0.88,0.73,13.0,7.0,-1
2023-12-17,Torino,Empoli,22,7,3,6,0.53,10.0,7.0,2.0,2.0,6.0,4.0,0.8,0.8,12.0,17.0,1
2023-11-12,Monza,Torino,15,22,3,6,0.44,12.0,12.0,4.0,4.0,3.0,1.0,0.83,0.89,12.0,11.0,-1
2023-10-02,AS Roma,Frosinone,1,9,2,0,0.5,11.0,8.0,0.0,3.0,7.0,3.0,0.8,0.83,14.0,14.0,1
2023-11-26,Empoli,Sassuolo,7,20,22,6,0.49,11.0,17.0,5.0,6.0,6.0,5.0,0.79,0.75,14.0,24.0,-1
2023-10-03,Torino,Verona,22,25,0,1,0.55,8.0,5.0,2.0,2.0,10.0,1.0,0.74,0.72,10.0,6.0,-1
2023-10-21,Verona,Napoli,25,16,21,5,0.4,15.0,22.0,7.0,8.0,5.0,8.0,0.8,0.87,8.0,11.0,-1
2024-04-01,Bologna,Salernitana,3,18,18,0,0.7,14.0,8.0,2.0,0.0,5.0,3.0,0.91,0.77,11.0,14.0,1
2023-10-22,Salernitana,Cagliari,18,4,21,6,0.48,13.0,13.0,4.0,0.0,8.0,5.0,0.78,0.78,15.0,15.0,-1
2023-08-22,Torino,Cagliari,22,4,0,1,0.57,11.0,8.0,2.0,2.0,8.0,3.0,0.79,0.72,14.0,9.0,-1
2024-02-15,Bologna,Fiorentina,3,8,2,3,0.58,18.0,12.0,3.0,5.0,2.0,3.0,0.84,0.78,9.0,13.0,1
2024-04-15,Inter,Cagliari,11,4,2,0,0.63,15.0,10.0,4.0,5.0,7.0,0.0,0.92,0.86,10.0,8.0,-1
2024-05-05,Monza,Lazio,15,13,0,6,0.59,17.0,9.0,3.0,5.0,5.0,4.0,0.9,0.85,11.0,6.0,-1
2023-09-29,Monza,Bologna,15,3,0,4,0.48,12.0,7.0,5.0,3.0,7.0,5.0,0.85,0.87,14.0,11.0,-1
2023-12-30,Atalanta,Lecce,2,14,19,5,0.62,17.0,15.0,2.0,3.0,5.0,6.0,0.81,0.72,19.0,12.0,1
2024-05-05,Verona,Fiorentina,25,8,21,6,0.38,9.0,13.0,3.0,2.0,1.0,2.0,0.65,0.73,13.0,14.0,1
2024-01-21,Udinese,AC Milan,23,0,3,6,0.3,11.0,15.0,4.0,4.0,5.0,7.0,0.67,0.85,11.0,12.0,-1
2023-09-28,Empoli,Salernitana,7,18,0,3,0.4,13.0,14.0,2.0,5.0,10.0,2.0,0.71,0.76,15.0,25.0,1
2024-01-13,Napoli,Salernitana,16,18,22,5,0.7,20.0,6.0,1.0,5.0,8.0,3.0,0.9,0.7,9.0,15.0,1
2024-04-27,Frosinone,Salernitana,9,18,2,5,0.43,11.0,17.0,2.0,1.0,7.0,3.0,0.75,0.81,12.0,15.0,1
2024-01-07,Torino,Napoli,22,16,22,6,0.5,10.0,10.0,3.0,3.0,2.0,5.0,0.85,0.83,15.0,10.0,1
2024-01-28,AC Milan,Bologna,0,3,3,6,0.5,14.0,15.0,2.0,2.0,4.0,1.0,0.9,0.85,11.0,16.0,-1
2024-04-28,Inter,Torino,11,22,18,6,0.62,17.0,11.0,3.0,3.0,5.0,4.0,0.91,0.88,6.0,8.0,1
2024-02-17,Napoli,Genoa,16,10,22,5,0.74,25.0,6.0,3.0,6.0,7.0,2.0,0.9,0.71,16.0,9.0,-1
2023-09-28,Napoli,Udinese,16,23,2,3,0.66,23.0,13.0,2.0,6.0,8.0,4.0,0.89,0.85,9.0,12.0,1
2024-01-14,Lazio,Lecce,13,14,19,6,0.53,8.0,11.0,3.0,1.0,2.0,5.0,0.83,0.83,10.0,12.0,1
2023-08-29,Salernitana,Udinese,18,23,0,1,0.56,9.0,14.0,5.0,3.0,7.0,5.0,0.79,0.76,20.0,14.0,-1
2024-04-21,Empoli,Napoli,7,16,0,6,0.27,7.0,9.0,1.0,0.0,2.0,8.0,0.71,0.86,17.0,15.0,1
2024-01-06,Bologna,Genoa,3,10,3,5,0.71,21.0,3.0,0.0,7.0,11.0,2.0,0.88,0.74,10.0,10.0,-1
2024-05-05,Sassuolo,Inter,20,11,2,6,0.24,6.0,14.0,1.0,1.0,2.0,5.0,0.7,0.91,17.0,10.0,1
2023-10-31,Lazio,Fiorentina,13,8,3,1,0.47,11.0,9.0,5.0,3.0,0.0,4.0,0.82,0.85,16.0,17.0,1
2023-09-16,Juventus,Lazio,12,13,21,5,0.36,17.0,16.0,4.0,4.0,7.0,9.0,0.82,0.91,12.0,14.0,1
2023-11-12,Juventus,Cagliari,12,4,1,6,0.49,18.0,11.0,1.0,2.0,12.0,4.0,0.8,0.81,10.0,16.0,1
2023-12-03,Lecce,Bologna,14,3,19,6,0.43,14.0,11.0,3.0,3.0,6.0,3.0,0.81,0.86,19.0,13.0,-1
2024-01-28,Genoa,Lecce,10,14,19,6,0.49,19.0,19.0,4.0,5.0,3.0,8.0,0.79,0.78,15.0,12.0,1
2024-05-05,Cagliari,Lecce,4,14,18,6,0.34,9.0,16.0,2.0,2.0,3.0,10.0,0.63,0.83,16.0,10.0,-1
2024-02-03,Empoli,Genoa,7,10,22,5,0.48,15.0,10.0,2.0,4.0,6.0,6.0,0.79,0.78,11.0,14.0,-1
2024-01-06,Frosinone,Monza,9,15,22,5,0.59,10.0,7.0,0.0,3.0,5.0,1.0,0.84,0.7,13.0,12.0,-1
2024-02-19,Frosinone,AS Roma,9,1,1,0,0.43,25.0,13.0,2.0,7.0,10.0,2.0,0.81,0.84,18.0,8.0,-1
2023-10-22,Torino,Inter,22,11,0,6,0.46,7.0,14.0,1.0,3.0,2.0,4.0,0.84,0.84,8.0,12.0,-1
2024-02-17,Inter,Salernitana,11,18,4,5,0.73,26.0,1.0,0.0,6.0,18.0,0.0,0.93,0.76,9.0,13.0,1
2023-11-11,Sassuolo,Salernitana,20,18,1,5,0.64,29.0,9.0,0.0,7.0,11.0,0.0,0.81,0.74,17.0,14.0,-1
2024-05-13,Juventus,Salernitana,12,18,0,0,0.67,25.0,13.0,3.0,5.0,9.0,4.0,0.86,0.71,12.0,20.0,-1
2023-12-31,Verona,Salernitana,25,18,1,6,0.48,11.0,9.0,2.0,0.0,7.0,6.0,0.75,0.73,12.0,15.0,-1
2023-08-28,Lazio,Genoa,13,10,2,0,0.7,16.0,5.0,2.0,2.0,15.0,1.0,0.87,0.74,16.0,8.0,-1
2024-05-12,Lazio,Empoli,13,7,18,6,0.6,11.0,16.0,3.0,3.0,7.0,7.0,0.85,0.77,18.0,19.0,1
2023-10-03,Sassuolo,Monza,20,15,0,1,0.43,19.0,13.0,3.0,7.0,7.0,4.0,0.85,0.89,15.0,9.0,-1
2024-05-12,Genoa,Sassuolo,10,20,21,6,0.57,8.0,12.0,3.0,1.0,3.0,7.0,0.84,0.78,9.0,14.0,1
2024-04-29,Napoli,AS Roma,16,1,0,0,0.49,27.0,10.0,2.0,7.0,9.0,2.0,0.86,0.86,5.0,11.0,-1
2024-01-14,Monza,Inter,15,11,3,6,0.57,9.0,20.0,2.0,1.0,4.0,5.0,0.89,0.85,14.0,9.0,-1
2024-05-27,Lazio,Sassuolo,13,20,2,0,0.69,8.0,8.0,2.0,5.0,5.0,3.0,0.89,0.78,9.0,20.0,-1
2023-08-21,Lecce,Lazio,14,13,2,0,0.48,23.0,10.0,3.0,5.0,5.0,2.0,0.85,0.85,17.0,14.0,1
2024-04-01,Cagliari,Verona,4,25,21,0,0.51,11.0,8.0,4.0,1.0,7.0,2.0,0.71,0.68,21.0,14.0,-1
2024-02-03,Lecce,Fiorentina,14,8,3,5,0.44,16.0,10.0,1.0,5.0,1.0,3.0,0.73,0.76,7.0,13.0,1
2023-10-07,Lecce,Sassuolo,14,20,2,5,0.42,13.0,14.0,0.0,3.0,5.0,3.0,0.74,0.83,14.0,9.0,-1
2024-04-13,Lecce,Empoli,14,7,21,5,0.54,14.0,3.0,0.0,6.0,10.0,3.0,0.77,0.73,19.0,20.0,1
2023-12-03,AC Milan,Frosinone,0,9,3,6,0.48,10.0,15.0,2.0,0.0,6.0,7.0,0.86,0.85,6.0,11.0,1
2024-02-06,AS Roma,Cagliari,1,4,3,1,0.53,20.0,12.0,3.0,2.0,7.0,5.0,0.88,0.87,12.0,13.0,1
2024-02-25,Juventus,Frosinone,12,9,19,6,0.62,22.0,6.0,0.0,2.0,8.0,3.0,0.89,0.85,7.0,15.0,1
2023-09-27,Juventus,Lecce,12,14,2,2,0.51,14.0,2.0,0.0,4.0,5.0,1.0,0.84,0.84,16.0,14.0,1
2024-04-14,Bologna,Monza,3,15,2,6,0.62,17.0,4.0,0.0,7.0,10.0,0.0,0.89,0.82,19.0,14.0,-1
2023-12-16,Genoa,Juventus,10,12,3,5,0.47,11.0,11.0,3.0,2.0,6.0,8.0,0.76,0.83,16.0,14.0,-1
2024-04-13,Lazio,Salernitana,13,18,2,5,0.65,17.0,8.0,4.0,2.0,9.0,0.0,0.89,0.77,10.0,18.0,1
2023-11-11,Genoa,Verona,10,25,3,5,0.49,16.0,7.0,1.0,5.0,6.0,7.0,0.76,0.77,17.0,11.0,1
