date,home_team,away_team,home_team_code,away_team_code,hour,day_code,Ball_possession_home,Total_shots_home,Total_shots_away,Goalkeeper_saves_home,Goalkeeper_saves_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Free_kicks_home,Free_kicks_away,result
2023-09-19,Salernitana,Torino,18,22,0,1,0.56,14.0,11.0,0.0,4.0,1.0,2.0,0.8,0.8,18.0,14.0,-1
2024-04-07,AS Roma,Lazio,1,13,0,6,0.46,15.0,11.0,1.0,2.0,3.0,6.0,0.8,0.84,15.0,14.0,1
2023-09-29,Frosinone,Fiorentina,9,8,0,4,0.52,11.0,19.0,5.0,2.0,8.0,10.0,0.78,0.8,16.0,8.0,-1
2023-10-24,Udinese,Lecce,23,14,0,1,0.44,12.0,12.0,0.0,5.0,2.0,7.0,0.73,0.79,19.0,13.0,-1
2023-09-18,AS Roma,Empoli,1,7,2,0,0.53,14.0,8.0,2.0,2.0,2.0,6.0,0.89,0.89,7.0,16.0,1
2023-09-23,Lecce,Genoa,14,10,2,5,0.56,18.0,8.0,1.0,2.0,4.0,3.0,0.85,0.78,10.0,13.0,1
2024-03-03,Torino,Fiorentina,22,8,3,6,0.35,8.0,14.0,3.0,2.0,4.0,5.0,0.73,0.84,13.0,14.0,-1
2023-12-30,Lazio,Frosinone,13,9,3,5,0.55,13.0,11.0,1.0,2.0,6.0,2.0,0.82,0.78,16.0,18.0,1
2023-12-17,Udinese,Sassuolo,23,20,22,6,0.33,9.0,21.0,5.0,5.0,1.0,13.0,0.7,0.83,7.0,12.0,-1
2023-09-24,Sassuolo,Juventus,20,12,0,6,0.43,18.0,15.0,1.0,3.0,6.0,3.0,0.79,0.84,10.0,12.0,1
2023-10-29,Cagliari,Frosinone,4,9,19,6,0.47,24.0,10.0,3.0,2.0,5.0,7.0,0.76,0.82,9.0,9.0,1
2024-03-17,Verona,AC Milan,25,0,22,6,0.45,15.0,18.0,3.0,3.0,3.0,5.0,0.81,0.87,9.0,11.0,-1
2024-02-11,AS Roma,Inter,1,11,1,6,0.46,8.0,10.0,2.0,1.0,3.0,8.0,0.86,0.89,13.0,11.0,-1
2024-02-04,Napoli,Verona,16,25,22,6,0.69,19.0,12.0,1.0,6.0,9.0,2.0,0.86,0.72,16.0,12.0,1
2024-03-30,Genoa,Frosinone,10,9,22,5,0.48,9.0,15.0,2.0,2.0,3.0,8.0,0.74,0.76,10.0,17.0,-1
2023-09-25,Bologna,Napoli,3,16,0,0,0.49,4.0,12.0,4.0,2.0,5.0,5.0,0.89,0.87,14.0,17.0,-1
2023-11-13,Lazio,AS Roma,13,1,1,0,0.49,7.0,8.0,1.0,2.0,4.0,1.0,0.87,0.86,12.0,12.0,-1
2023-11-04,Salernitana,Napoli,18,16,22,5,0.41,10.0,21.0,6.0,3.0,8.0,9.0,0.77,0.85,13.0,13.0,-1
2024-03-12,Lazio,Udinese,13,23,3,1,0.69,18.0,14.0,3.0,5.0,9.0,5.0,0.85,0.73,12.0,9.0,-1
2023-10-09,Napoli,Fiorentina,16,8,2,0,0.54,16.0,12.0,0.0,3.0,6.0,4.0,0.87,0.85,17.0,6.0,-1
2024-03-05,Inter,Genoa,11,10,3,1,0.62,16.0,10.0,1.0,3.0,4.0,5.0,0.9,0.83,19.0,6.0,1
2024-02-04,Bologna,Sassuolo,3,20,3,6,0.71,19.0,12.0,2.0,0.0,7.0,4.0,0.86,0.66,10.0,12.0,1
2023-12-23,Empoli,Lazio,7,13,1,5,0.54,21.0,14.0,5.0,7.0,8.0,9.0,0.8,0.8,20.0,7.0,-1
2023-12-23,Bologna,Atalanta,3,2,22,5,0.6,9.0,12.0,2.0,0.0,2.0,3.0,0.82,0.78,17.0,9.0,1
2023-10-08,Lazio,Atalanta,13,2,21,6,0.46,12.0,12.0,2.0,1.0,4.0,6.0,0.84,0.87,14.0,9.0,1
2024-01-29,Lazio,Napoli,13,16,1,0,0.39,10.0,5.0,0.0,1.0,4.0,3.0,0.86,0.9,11.0,14.0,-1
2023-09-30,Lecce,Napoli,14,16,21,5,0.44,9.0,15.0,2.0,4.0,3.0,7.0,0.84,0.85,9.0,11.0,-1
2023-09-23,Salernitana,Frosinone,18,9,0,5,0.49,19.0,9.0,2.0,5.0,8.0,6.0,0.8,0.77,15.0,16.0,-1
2024-05-26,Juventus,Monza,12,15,0,6,0.42,12.0,12.0,4.0,2.0,3.0,4.0,0.86,0.89,16.0,16.0,1
2023-08-20,Inter,Monza,11,15,2,6,0.48,22.0,12.0,2.0,1.0,8.0,3.0,0.9,0.9,13.0,8.0,1
2023-12-17,Fiorentina,Verona,8,25,22,6,0.66,5.0,19.0,7.0,2.0,1.0,6.0,0.78,0.59,18.0,12.0,1
2024-04-16,Atalanta,Verona,2,25,2,1,0.59,16.0,13.0,3.0,7.0,5.0,4.0,0.78,0.68,11.0,8.0,-1
2023-09-25,Torino,AS Roma,22,1,2,0,0.42,13.0,11.0,2.0,3.0,7.0,1.0,0.77,0.81,5.0,5.0,-1
2023-08-27,Frosinone,Atalanta,9,2,0,6,0.37,13.0,18.0,5.0,3.0,3.0,7.0,0.73,0.84,11.0,10.0,1
2023-10-28,Genoa,Salernitana,10,18,2,5,0.52,8.0,7.0,2.0,3.0,7.0,0.0,0.77,0.77,20.0,14.0,1
2023-12-10,Monza,Genoa,15,10,22,6,0.51,6.0,16.0,1.0,2.0,2.0,3.0,0.84,0.79,13.0,13.0,1
2024-04-28,Lazio,Verona,13,25,2,6,0.69,17.0,7.0,1.0,4.0,4.0,2.0,0.84,0.62,19.0,20.0,1
2023-09-03,Bologna,Cagliari,3,4,0,6,0.72,16.0,7.0,0.0,5.0,5.0,2.0,0.89,0.78,13.0,10.0,1
2024-03-16,Empoli,Bologna,7,3,3,5,0.29,10.0,20.0,8.0,1.0,7.0,6.0,0.74,0.9,12.0,19.0,-1
2023-09-28,Inter,Sassuolo,11,20,2,3,0.63,13.0,13.0,4.0,2.0,8.0,6.0,0.85,0.8,13.0,13.0,-1
2024-05-21,Bologna,Juventus,3,12,2,1,0.62,10.0,11.0,1.0,2.0,3.0,2.0,0.89,0.86,23.0,13.0,-1
2023-11-25,Salernitana,Lazio,18,13,22,5,0.38,13.0,13.0,1.0,4.0,4.0,9.0,0.74,0.85,14.0,13.0,1
2023-10-07,Inter,Bologna,11,3,21,5,0.62,14.0,8.0,1.0,3.0,7.0,7.0,0.87,0.78,9.0,12.0,-1
2024-05-14,Lecce,Udinese,14,23,0,1,0.65,9.0,16.0,1.0,2.0,8.0,2.0,0.82,0.75,12.0,13.0,-1
2023-08-27,Verona,AS Roma,25,1,2,6,0.28,5.0,23.0,6.0,1.0,1.0,12.0,0.65,0.87,15.0,18.0,1
2023-11-28,Verona,Lecce,25,14,1,1,0.49,19.0,14.0,3.0,9.0,4.0,2.0,0.7,0.76,18.0,14.0,-1
2024-03-09,Sassuolo,Frosinone,20,9,22,5,0.39,10.0,11.0,1.0,3.0,1.0,2.0,0.73,0.82,11.0,13.0,1
2024-01-14,Cagliari,Bologna,4,3,22,6,0.39,4.0,11.0,3.0,1.0,2.0,5.0,0.75,0.9,11.0,13.0,1
2024-04-23,AC Milan,Inter,0,11,2,1,0.52,15.0,11.0,1.0,5.0,5.0,3.0,0.87,0.86,15.0,19.0,-1
2023-09-03,Napoli,Lazio,16,13,2,6,0.61,22.0,6.0,0.0,3.0,7.0,2.0,0.87,0.82,11.0,11.0,-1
2024-04-16,Fiorentina,Genoa,8,10,0,1,0.59,20.0,7.0,2.0,2.0,6.0,2.0,0.86,0.76,21.0,8.0,-1
2023-12-03,Udinese,Verona,23,25,22,6,0.39,12.0,13.0,1.0,3.0,5.0,3.0,0.7,0.74,13.0,18.0,-1
2024-05-06,AC Milan,Genoa,0,10,0,0,0.6,26.0,6.0,0.0,4.0,7.0,1.0,0.88,0.79,12.0,11.0,-1
2023-11-26,Frosinone,Genoa,9,10,22,6,0.58,9.0,13.0,2.0,3.0,4.0,2.0,0.84,0.8,14.0,7.0,1
2023-08-27,AC Milan,Torino,0,22,2,6,0.59,17.0,8.0,0.0,3.0,2.0,1.0,0.86,0.81,16.0,16.0,1
2024-03-03,Monza,AS Roma,15,1,1,6,0.49,16.0,12.0,2.0,4.0,6.0,3.0,0.91,0.89,15.0,9.0,-1
2024-05-19,Monza,Frosinone,15,9,21,6,0.71,14.0,16.0,4.0,2.0,3.0,4.0,0.86,0.74,13.0,15.0,-1
2024-04-23,AS Roma,Bologna,1,3,0,1,0.53,14.0,11.0,0.0,4.0,8.0,2.0,0.88,0.85,13.0,9.0,-1
2023-10-30,Napoli,AC Milan,16,0,3,0,0.48,17.0,20.0,4.0,2.0,6.0,4.0,0.85,0.85,10.0,14.0,-1
2024-02-04,Frosinone,AC Milan,9,0,1,6,0.42,7.0,13.0,2.0,2.0,2.0,4.0,0.78,0.84,15.0,9.0,-1
2024-05-25,Genoa,Bologna,10,3,2,5,0.27,14.0,11.0,1.0,1.0,3.0,6.0,0.75,0.9,14.0,13.0,1
2024-02-23,Torino,Lazio,22,13,3,4,0.55,24.0,7.0,2.0,4.0,7.0,4.0,0.86,0.8,7.0,12.0,-1
2023-09-24,Atalanta,Cagliari,2,4,21,6,0.56,10.0,11.0,1.0,4.0,7.0,7.0,0.82,0.76,10.0,10.0,1
2023-11-12,Udinese,Atalanta,23,2,22,6,0.34,13.0,8.0,1.0,3.0,7.0,7.0,0.73,0.86,15.0,15.0,-1
2023-12-31,AC Milan,Sassuolo,0,20,1,6,0.59,20.0,12.0,6.0,1.0,6.0,5.0,0.88,0.8,7.0,14.0,1
2024-02-05,Inter,Juventus,11,12,3,0,0.54,15.0,12.0,1.0,2.0,6.0,4.0,0.89,0.88,8.0,8.0,1
2024-01-28,Monza,Sassuolo,15,20,22,6,0.61,12.0,14.0,3.0,0.0,4.0,5.0,0.84,0.83,14.0,9.0,1
2023-12-23,Frosinone,Juventus,9,12,19,5,0.57,10.0,13.0,1.0,2.0,8.0,8.0,0.84,0.79,17.0,8.0,-1
2023-09-03,Udinese,Frosinone,23,9,0,6,0.47,12.0,12.0,2.0,6.0,3.0,5.0,0.76,0.79,12.0,14.0,-1
2024-04-28,Bologna,Udinese,3,23,21,6,0.65,15.0,11.0,3.0,3.0,10.0,3.0,0.91,0.83,22.0,12.0,-1
2024-05-21,Salernitana,Verona,18,25,0,1,0.54,9.0,17.0,3.0,0.0,4.0,6.0,0.76,0.7,22.0,15.0,-1
2024-03-17,Frosinone,Lazio,9,13,3,6,0.43,14.0,22.0,4.0,3.0,9.0,4.0,0.77,0.81,19.0,12.0,-1
2023-10-29,Juventus,Verona,12,25,2,6,0.55,30.0,7.0,1.0,5.0,5.0,1.0,0.87,0.83,9.0,13.0,1
2024-02-25,Genoa,Udinese,10,23,3,6,0.65,19.0,5.0,1.0,2.0,8.0,3.0,0.89,0.77,20.0,10.0,1
2023-10-08,Frosinone,Verona,9,25,21,6,0.53,11.0,16.0,3.0,0.0,2.0,4.0,0.78,0.75,13.0,9.0,1
2024-05-18,Fiorentina,Napoli,8,16,2,5,0.63,14.0,15.0,1.0,3.0,5.0,3.0,0.83,0.74,8.0,9.0,-1
2024-02-11,Fiorentina,Frosinone,8,9,19,6,0.54,18.0,11.0,2.0,2.0,2.0,5.0,0.77,0.73,9.0,16.0,1
2023-10-01,Salernitana,Inter,18,11,2,6,0.36,12.0,16.0,2.0,3.0,3.0,3.0,0.76,0.87,11.0,13.0,-1
2024-02-18,Atalanta,Sassuolo,2,20,3,6,0.57,27.0,12.0,4.0,10.0,11.0,5.0,0.83,0.8,9.0,10.0,1
2023-12-04,Napoli,Inter,16,11,3,0,0.57,15.0,11.0,1.0,4.0,6.0,4.0,0.88,0.82,17.0,5.0,-1
2024-02-11,Bologna,Lecce,3,14,22,6,0.65,16.0,14.0,3.0,2.0,4.0,3.0,0.86,0.76,12.0,6.0,1
2024-04-01,Sassuolo,Udinese,20,23,21,0,0.6,14.0,12.0,2.0,4.0,10.0,1.0,0.84,0.79,14.0,7.0,-1
2023-10-23,Atalanta,Genoa,2,10,0,0,0.57,13.0,15.0,4.0,6.0,8.0,4.0,0.83,0.76,10.0,17.0,1
2023-12-09,Juventus,Napoli,12,16,3,5,0.34,11.0,13.0,1.0,1.0,3.0,6.0,0.71,0.88,13.0,13.0,1
2023-11-27,AS Roma,Udinese,1,23,1,0,0.64,12.0,6.0,1.0,2.0,7.0,1.0,0.88,0.84,15.0,11.0,1
2024-03-31,Lazio,Juventus,13,12,1,6,0.65,16.0,9.0,3.0,3.0,7.0,2.0,0.89,0.77,10.0,13.0,1
2023-08-21,Sassuolo,Atalanta,20,2,0,0,0.49,11.0,16.0,4.0,3.0,7.0,7.0,0.87,0.86,16.0,9.0,-1
2024-01-07,Lecce,Cagliari,14,4,1,6,0.41,15.0,14.0,1.0,1.0,7.0,6.0,0.7,0.76,14.0,26.0,-1
2024-04-21,Verona,Udinese,25,23,2,6,0.53,16.0,18.0,1.0,3.0,10.0,6.0,0.69,0.73,17.0,19.0,1
2023-09-28,Cagliari,AC Milan,4,0,0,3,0.33,16.0,17.0,3.0,5.0,3.0,5.0,0.83,0.93,7.0,11.0,-1
2024-02-11,Sassuolo,Torino,20,22,3,6,0.41,11.0,13.0,1.0,3.0,5.0,4.0,0.77,0.84,16.0,12.0,-1
2023-08-20,Empoli,Verona,7,25,0,6,0.47,10.0,10.0,3.0,4.0,2.0,4.0,0.63,0.7,19.0,23.0,-1
2024-05-19,Torino,AC Milan,22,0,2,6,0.4,11.0,16.0,3.0,2.0,3.0,8.0,0.79,0.86,15.0,15.0,1
2024-03-30,Napoli,Atalanta,16,2,19,5,0.61,20.0,12.0,3.0,6.0,7.0,5.0,0.86,0.82,15.0,9.0,-1
2024-02-18,Udinese,Cagliari,23,4,22,6,0.52,17.0,5.0,1.0,2.0,3.0,4.0,0.84,0.8,10.0,17.0,-1
2024-01-30,Salernitana,AS Roma,18,1,3,1,0.38,15.0,5.0,0.0,6.0,5.0,1.0,0.83,0.88,14.0,12.0,-1
2023-11-13,Inter,Frosinone,11,9,3,0,0.47,21.0,12.0,3.0,4.0,9.0,4.0,0.86,0.87,15.0,7.0,1
2023-12-10,Atalanta,AC Milan,2,0,1,6,0.42,19.0,14.0,2.0,4.0,6.0,4.0,0.84,0.87,12.0,12.0,1
2024-05-27,Frosinone,Udinese,9,23,2,0,0.58,21.0,10.0,4.0,5.0,11.0,1.0,0.8,0.7,14.0,6.0,-1
2023-11-06,AS Roma,Lecce,1,14,1,0,0.61,15.0,15.0,3.0,3.0,5.0,2.0,0.8,0.76,12.0,20.0,1
2024-04-20,Genoa,Lazio,10,13,0,5,0.39,8.0,13.0,0.0,2.0,2.0,9.0,0.83,0.85,14.0,9.0,-1
2024-01-22,Lecce,Juventus,14,12,3,0,0.52,12.0,15.0,5.0,3.0,5.0,5.0,0.85,0.81,12.0,9.0,-1
2024-04-08,Cagliari,Atalanta,4,2,0,0,0.38,11.0,7.0,1.0,1.0,4.0,4.0,0.63,0.76,20.0,18.0,1
2024-03-03,Frosinone,Lecce,9,14,22,6,0.65,15.0,11.0,3.0,6.0,12.0,8.0,0.81,0.63,10.0,12.0,-1
2024-01-13,Genoa,Torino,10,22,22,5,0.44,11.0,6.0,0.0,6.0,8.0,4.0,0.75,0.83,13.0,11.0,-1
2024-01-14,Verona,Empoli,25,7,1,6,0.4,12.0,14.0,0.0,5.0,5.0,9.0,0.75,0.82,17.0,21.0,1
2023-12-03,Lazio,Cagliari,13,4,1,6,0.61,10.0,9.0,2.0,4.0,4.0,3.0,0.88,0.78,12.0,16.0,1
2023-09-17,Frosinone,Sassuolo,9,20,21,6,0.55,16.0,18.0,5.0,2.0,5.0,6.0,0.84,0.79,10.0,15.0,1
2023-12-30,Cagliari,Empoli,4,7,22,5,0.5,15.0,5.0,1.0,3.0,8.0,6.0,0.7,0.72,20.0,22.0,-1
2024-03-18,Inter,Napoli,11,16,3,0,0.49,19.0,11.0,2.0,5.0,5.0,7.0,0.86,0.85,6.0,22.0,-1
2023-09-17,Monza,Lecce,15,14,21,6,0.61,25.0,4.0,2.0,5.0,10.0,1.0,0.87,0.84,9.0,19.0,-1
2024-04-07,Empoli,Torino,7,22,2,6,0.36,4.0,19.0,3.0,0.0,1.0,7.0,0.68,0.86,14.0,15.0,1
2024-02-19,Monza,AC Milan,15,0,3,0,0.5,12.0,16.0,4.0,2.0,7.0,3.0,0.85,0.85,9.0,10.0,1
2023-12-23,Monza,Fiorentina,15,8,3,5,0.53,7.0,14.0,4.0,2.0,1.0,4.0,0.81,0.81,13.0,11.0,-1
2023-08-28,Juventus,Bologna,12,3,0,0,0.59,14.0,9.0,3.0,2.0,6.0,2.0,0.86,0.81,13.0,17.0,-1
2024-02-13,Juventus,Udinese,12,23,3,1,0.7,14.0,8.0,0.0,6.0,8.0,4.0,0.87,0.71,10.0,15.0,-1
2023-12-23,Torino,Udinese,22,23,22,5,0.62,14.0,10.0,3.0,3.0,8.0,2.0,0.86,0.72,11.0,13.0,-1
2023-12-12,Cagliari,Sassuolo,4,20,3,1,0.6,18.0,8.0,3.0,4.0,10.0,4.0,0.81,0.72,17.0,16.0,1
2023-11-11,Lecce,AC Milan,14,0,22,5,0.45,14.0,10.0,4.0,3.0,3.0,1.0,0.79,0.83,15.0,12.0,-1
2024-04-14,Sassuolo,AC Milan,20,0,21,6,0.33,10.0,23.0,4.0,2.0,2.0,6.0,0.68,0.85,11.0,10.0,-1
2024-02-29,Sassuolo,Napoli,20,16,1,3,0.28,5.0,27.0,3.0,1.0,5.0,10.0,0.71,0.91,8.0,3.0,-1
2024-01-21,AS Roma,Verona,1,25,1,6,0.62,9.0,12.0,2.0,0.0,1.0,2.0,0.86,0.82,15.0,18.0,1
2024-02-04,Torino,Salernitana,22,18,19,6,0.67,13.0,3.0,1.0,1.0,10.0,1.0,0.87,0.68,8.0,14.0,-1
2024-03-02,Lazio,AC Milan,13,0,3,5,0.38,11.0,14.0,4.0,3.0,2.0,5.0,0.8,0.89,11.0,15.0,-1
2024-04-08,Juventus,Fiorentina,12,8,2,0,0.25,7.0,13.0,2.0,1.0,5.0,6.0,0.71,0.92,8.0,21.0,1
2024-02-18,Lazio,Bologna,13,3,19,6,0.44,12.0,11.0,1.0,6.0,8.0,3.0,0.85,0.88,10.0,6.0,-1
2023-11-26,Atalanta,Napoli,2,16,1,6,0.44,16.0,11.0,2.0,4.0,5.0,4.0,0.78,0.82,14.0,18.0,-1
2023-10-01,Udinese,Genoa,23,10,21,6,0.59,11.0,8.0,2.0,0.0,5.0,0.0,0.8,0.75,14.0,13.0,-1
2024-05-14,Fiorentina,Monza,8,15,2,1,0.49,15.0,6.0,1.0,6.0,6.0,1.0,0.93,0.85,14.0,9.0,1
2023-11-12,Fiorentina,Bologna,8,3,22,6,0.39,12.0,11.0,3.0,2.0,0.0,3.0,0.76,0.82,15.0,12.0,1
2024-01-27,Atalanta,Udinese,2,23,22,5,0.59,14.0,13.0,5.0,9.0,4.0,4.0,0.83,0.79,14.0,8.0,1
2024-01-28,Verona,Frosinone,25,9,22,6,0.49,15.0,11.0,5.0,4.0,1.0,9.0,0.73,0.74,12.0,20.0,-1
2024-01-27,Cagliari,Torino,4,22,3,5,0.51,25.0,16.0,4.0,9.0,8.0,2.0,0.74,0.75,18.0,13.0,-1
2024-03-03,Verona,Sassuolo,25,20,19,6,0.49,10.0,13.0,2.0,4.0,2.0,10.0,0.73,0.7,12.0,24.0,1
2023-10-22,AS Roma,Monza,1,15,18,6,0.51,21.0,11.0,4.0,3.0,8.0,5.0,0.86,0.87,13.0,15.0,1
2023-08-27,Monza,Empoli,15,7,0,6,0.54,20.0,18.0,6.0,3.0,6.0,5.0,0.85,0.82,9.0,15.0,1
2024-01-08,AS Roma,Atalanta,1,2,3,0,0.55,16.0,8.0,1.0,5.0,6.0,5.0,0.81,0.78,13.0,17.0,-1
2023-10-08,Juventus,Torino,12,22,0,6,0.5,17.0,10.0,1.0,4.0,7.0,3.0,0.82,0.82,8.0,12.0,1
2024-02-25,Salernitana,Monza,18,15,1,6,0.41,11.0,17.0,5.0,3.0,7.0,11.0,0.87,0.92,13.0,6.0,-1
2023-09-17,Cagliari,Udinese,4,23,18,6,0.44,10.0,11.0,1.0,1.0,4.0,6.0,0.77,0.84,12.0,15.0,-1
2023-08-21,AS Roma,Salernitana,1,18,0,0,0.6,13.0,3.0,0.0,1.0,9.0,1.0,0.82,0.73,8.0,13.0,-1
2023-10-07,Empoli,Udinese,7,23,0,5,0.59,18.0,11.0,1.0,3.0,5.0,7.0,0.77,0.68,15.0,14.0,-1
2024-02-29,Inter,Atalanta,11,2,3,3,0.59,15.0,6.0,1.0,3.0,4.0,1.0,0.9,0.86,16.0,12.0,1
2023-10-24,Fiorentina,Empoli,8,7,2,1,0.72,19.0,7.0,1.0,7.0,13.0,3.0,0.87,0.65,22.0,15.0,-1
2023-11-06,Fiorentina,Juventus,8,12,3,0,0.68,25.0,4.0,2.0,4.0,9.0,2.0,0.84,0.67,25.0,13.0,-1
2024-02-26,Lecce,Inter,14,11,1,0,0.39,14.0,11.0,3.0,2.0,7.0,10.0,0.83,0.87,10.0,14.0,-1
2024-03-10,Bologna,Inter,3,11,1,6,0.6,19.0,5.0,3.0,3.0,7.0,2.0,0.89,0.82,12.0,16.0,-1
2023-09-18,Fiorentina,Atalanta,8,2,0,0,0.57,15.0,11.0,2.0,5.0,3.0,4.0,0.84,0.74,16.0,8.0,1
2023-11-26,Cagliari,Monza,4,15,19,6,0.39,17.0,12.0,3.0,5.0,10.0,11.0,0.78,0.85,17.0,11.0,-1
2024-05-19,Udinese,Empoli,23,7,21,6,0.47,8.0,4.0,0.0,1.0,5.0,5.0,0.72,0.73,20.0,11.0,-1
2023-12-24,Inter,Lecce,11,14,1,6,0.68,20.0,11.0,5.0,6.0,16.0,2.0,0.9,0.8,13.0,8.0,1
2023-10-08,Genoa,AC Milan,10,0,2,6,0.41,7.0,12.0,2.0,1.0,3.0,2.0,0.82,0.87,17.0,10.0,-1
2024-03-09,Cagliari,Salernitana,4,18,22,5,0.29,12.0,12.0,3.0,3.0,5.0,4.0,0.72,0.87,11.0,19.0,1
2023-09-17,Inter,AC Milan,11,0,0,6,0.4,15.0,9.0,1.0,3.0,5.0,0.0,0.825,0.82,15.0,18.0,1
2024-05-05,Empoli,Frosinone,7,9,21,6,0.47,7.0,17.0,5.0,1.0,3.0,8.0,0.62,0.69,13.0,19.0,-1
2024-04-21,Torino,Frosinone,22,9,21,6,0.53,13.0,12.0,3.0,2.0,6.0,4.0,0.8,0.79,18.0,13.0,-1
2024-03-03,Empoli,Cagliari,7,4,22,6,0.56,16.0,8.0,3.0,3.0,9.0,2.0,0.82,0.76,14.0,15.0,-1
2023-10-03,Fiorentina,Cagliari,8,4,2,1,0.6,14.0,6.0,4.0,0.0,4.0,2.0,0.89,0.81,10.0,9.0,1
2023-10-23,AC Milan,Juventus,0,12,2,0,0.52,7.0,14.0,3.0,1.0,6.0,3.0,0.84,0.86,20.0,14.0,-1
2023-12-16,Lecce,Frosinone,14,9,22,5,0.4,18.0,11.0,4.0,4.0,5.0,4.0,0.71,0.8,10.0,10.0,1
2024-04-21,Sassuolo,Lecce,20,14,18,6,0.56,10.0,14.0,5.0,3.0,9.0,4.0,0.71,0.68,14.0,11.0,-1
2024-02-03,Udinese,Monza,23,15,22,5,0.47,21.0,3.0,2.0,6.0,7.0,4.0,0.84,0.83,12.0,12.0,-1
2023-10-09,Cagliari,AS Roma,4,1,0,0,0.58,16.0,11.0,1.0,1.0,4.0,3.0,0.84,0.75,11.0,16.0,-1
2024-04-08,Verona,Genoa,25,10,0,0,0.61,12.0,11.0,3.0,2.0,5.0,3.0,0.81,0.72,18.0,14.0,-1
2024-05-11,Frosinone,Inter,9,11,2,5,0.41,17.0,14.0,0.0,8.0,8.0,4.0,0.86,0.89,7.0,5.0,-1
2024-01-07,Sassuolo,Fiorentina,20,8,3,6,0.33,7.0,9.0,3.0,0.0,1.0,8.0,0.69,0.83,20.0,14.0,1
2023-12-11,Salernitana,Bologna,18,3,1,0,0.35,9.0,10.0,3.0,1.0,5.0,1.0,0.79,0.89,17.0,21.0,-1
2023-12-10,Inter,Udinese,11,23,3,6,0.74,17.0,11.0,1.0,4.0,6.0,1.0,0.93,0.82,6.0,10.0,1
2024-03-09,Napoli,Torino,16,22,3,5,0.63,22.0,11.0,1.0,7.0,13.0,7.0,0.86,0.75,13.0,11.0,-1
2023-08-22,Bologna,AC Milan,3,0,2,1,0.53,17.0,10.0,4.0,5.0,3.0,6.0,0.88,0.85,6.0,12.0,-1
2023-11-05,AC Milan,Udinese,0,23,3,6,0.72,14.0,12.0,1.0,5.0,11.0,5.0,0.9,0.74,18.0,13.0,-1
2023-08-28,Napoli,Sassuolo,16,20,2,0,0.67,25.0,6.0,1.0,3.0,12.0,4.0,0.91,0.82,7.0,9.0,1
2024-01-28,Juventus,Empoli,12,7,1,6,0.39,9.0,16.0,4.0,2.0,6.0,7.0,0.82,0.89,7.0,11.0,-1
2023-12-04,Sassuolo,AS Roma,20,1,1,0,0.34,8.0,15.0,5.0,1.0,1.0,11.0,0.79,0.89,16.0,9.0,-1
2024-05-19,Lecce,Atalanta,14,2,0,6,0.44,11.0,19.0,7.0,3.0,2.0,5.0,0.83,0.87,21.0,8.0,-1
2024-02-11,Monza,Verona,15,25,22,6,0.55,11.0,10.0,1.0,1.0,5.0,2.0,0.83,0.78,17.0,17.0,-1
2024-03-18,AS Roma,Sassuolo,1,20,1,0,0.63,10.0,8.0,2.0,3.0,4.0,7.0,0.9,0.82,10.0,16.0,1
2024-01-21,Frosinone,Cagliari,9,4,19,6,0.6,17.0,9.0,3.0,4.0,8.0,4.0,0.76,0.66,20.0,12.0,1
2023-09-04,Inter,Fiorentina,11,8,0,0,0.4,21.0,6.0,2.0,7.0,1.0,1.0,0.82,0.86,11.0,13.0,1
2024-05-04,Torino,Bologna,22,3,2,5,0.47,8.0,5.0,1.0,1.0,2.0,4.0,0.83,0.82,12.0,14.0,-1
2023-10-28,Sassuolo,Bologna,20,3,21,5,0.41,17.0,9.0,4.0,5.0,6.0,2.0,0.83,0.88,12.0,13.0,-1
2023-11-04,Bologna,Lazio,3,13,3,5,0.5,6.0,11.0,1.0,1.0,2.0,6.0,0.85,0.88,8.0,12.0,1
2023-11-05,Cagliari,Genoa,4,10,22,6,0.4,12.0,8.0,1.0,2.0,1.0,1.0,0.74,0.78,13.0,19.0,1
2023-09-28,Verona,Atalanta,25,2,0,3,0.51,11.0,8.0,1.0,2.0,4.0,1.0,0.68,0.66,22.0,11.0,-1
2023-09-04,Lecce,Salernitana,14,18,2,0,0.45,20.0,11.0,4.0,4.0,6.0,5.0,0.76,0.8,10.0,16.0,1
2023-09-03,Atalanta,Monza,2,15,2,6,0.41,18.0,8.0,2.0,5.0,7.0,3.0,0.85,0.86,10.0,15.0,1
2023-12-02,Monza,Juventus,15,12,3,5,0.66,16.0,18.0,5.0,0.0,7.0,3.0,0.9,0.84,10.0,12.0,-1
2024-03-31,Fiorentina,AC Milan,8,0,3,6,0.45,17.0,14.0,8.0,6.0,7.0,5.0,0.78,0.82,17.0,9.0,-1
2024-03-16,Udinese,Torino,23,22,22,5,0.43,12.0,12.0,3.0,1.0,3.0,4.0,0.77,0.84,19.0,13.0,-1
2024-05-12,Verona,Torino,25,22,21,6,0.43,13.0,6.0,0.0,4.0,7.0,4.0,0.7,0.8,11.0,16.0,-1
2024-05-12,AC Milan,Cagliari,0,4,2,6,0.66,17.0,13.0,6.0,5.0,6.0,3.0,0.91,0.81,13.0,11.0,1
