date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Big_chances_home,Big_chances_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Yellow_cards_home,Yellow_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Shots_inside_the_box_home,Shots_inside_the_box_away,Shots_outside_the_box_home,Shots_outside_the_box_away,Hit_the_woodwork_home,Hit_the_woodwork_away,Touches_in_opposition_box_home,Touches_in_opposition_box_away,Offsides_home,Offsides_away,Free_kicks_home,Free_kicks_away,Passes_in_final_third_home,Passes_in_final_third_away,Crosses_home,Crosses_away,Throw_ins_home,Throw_ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Goalkeeper_saves_home,Goalkeeper_saves_away,xG_on_target_(xGOT)_home,xG_on_target_(xGOT)_away,Accurate_through_passes_home,Accurate_through_passes_away,Long_passes_home,Long_passes_away,Expected_assists_(xA)_home,Expected_assists_(xA)_away,Duels_won_home,Duels_won_away,Errors_leading_to_shot_home,Errors_leading_to_shot_away,Errors_leading_to_goal_home,Errors_leading_to_goal_away,xGOT_faced_home,xGOT_faced_away,Goals_prevented_home,Goals_prevented_away,Red_cards_home,Red_cards_away,Headed_goals_home,Headed_goals_away
19.08.2024,00:30,Verona,Napoli,3:0,https://www.flashscore.co.uk/match/football/6RvR2hEi/#/match-summary,2.07,1.25,32%,68%,8,15,5,5,,,1,5,"66%,(199/303)","83%,(494/594)",4,1,3,6,0,4,,,,,,,,,2,0,14,19,,,,,10,23,15,13,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,
29.12.2024,22:00,Napoli,Venezia,1:0,https://www.flashscore.co.uk/match/football/AcCTWP1n/#/match-summary,1.97,0.21,67%,33%,25,4,8,2,4,1,14,4,"88%,(496/562)","74%,(215/290)",0,3,11,1,6,1,18,1,7,3,1,0,47,10,1,1,12,10,"79%,(110/140)","56%,(46/82)","9%,(3/35)","22%,(2/9)",18,18,10,12,"75%,(9/12)","48%,(11/23)",21,43,15,12,2,7,,,,,,,,,,,,,,,,,,,,,,
05.01.2025,19:30,Monza,Cagliari,1:2,https://www.flashscore.co.uk/match/football/8za4Io4j/#/match-summary,1.58,0.69,53%,47%,6,13,2,4,2,0,1,3,"77%,(311/405)","72%,(257/356)",2,2,4,5,0,4,4,11,2,2,0,2,16,25,2,2,19,16,"65%,(70/107)","59%,(58/99)","6%,(1/16)","22%,(4/18)",21,18,16,19,"53%,(9/17)","50%,(8/16)",16,24,11,4,2,1,,,,,,,,,,,,,,,,,,,1,0,,
30.11.2024,22:00,Como,Monza,1:1,https://www.flashscore.co.uk/match/football/OlzrEHfE/#/match-summary,1.23,1.54,54%,46%,17,9,3,3,1,3,11,4,"84%,(376/447)","81%,(300/371)",3,0,7,6,7,0,13,7,4,2,0,1,20,13,0,0,11,16,"65%,(82/126)","59%,(41/69)","33%,(6/18)","26%,(5/19)",24,12,16,11,"50%,(9/18)","40%,(4/10)",15,18,3,6,2,2,,,,,,,,,,,,,,,,,,,,,1,0
11.11.2024,03:45,Inter,Napoli,1:1,https://www.flashscore.co.uk/match/football/KtcJltA5/#/match-summary,1.53,0.59,53%,47%,13,5,4,2,,,4,2,"85%,(420/494)","80%,(353/439)",2,0,4,2,5,1,,,,,,,,,3,1,12,15,,,,,25,18,15,12,,,,,12,8,1,3,,,,,,,,,,,,,,,,,,,,,,
06.05.2025,02:45,Genoa,AC Milan,1:2,https://www.flashscore.co.uk/match/football/hvJWFBf5/#/match-summary,0.57,1.09,40%,60%,11,10,4,5,0,2,8,7,"81%,(273/337)","88%,(465/530)",1,5,5,3,2,2,9,4,2,6,0,0,19,28,1,1,12,14,"65%,(64/99)","80%,(64/80)","29%,(6/21)","38%,(3/8)",16,22,14,12,"50%,(12/24)","100%,(5/5)",16,22,7,6,3,3,0.84,1.95,0,0,"50%,(15/30)","65%,(32/49)",0.48,0.36,57,45,0,0,0,0,1.95,0.84,0.95,-0.16,,,,
30.03.2025,01:00,Juventus,Genoa,1:0,https://www.flashscore.co.uk/match/football/KdZr6L8j/#/match-summary,0.98,0.27,49%,51%,9,9,6,3,3,0,4,3,"80%,(335/417)","81%,(347/426)",3,2,3,5,0,1,6,4,3,5,0,0,18,11,3,2,11,13,"68%,(75/111)","68%,(53/78)","18%,(2/11)","32%,(6/19)",22,30,13,11,"58%,(14/24)","52%,(12/23)",18,21,6,7,3,5,1.66,0.21,2,0,"40%,(21/53)","44%,(24/55)",0.82,0.31,71,56,1,2,0,0,0.21,1.66,0.21,0.66,,,,
09.12.2024,03:45,Napoli,Lazio,0:1,https://www.flashscore.co.uk/match/football/Ms14nB0t/#/match-summary,0.60,0.26,57%,43%,12,7,1,3,2,0,6,2,"90%,(467/520)","84%,(343/408)",2,3,5,4,6,0,6,2,6,5,1,1,19,5,1,0,12,16,"79%,(111/140)","70%,(44/63)","14%,(4/28)","20%,(1/5)",11,18,16,12,"61%,(14/23)","25%,(3/12)",9,17,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,
17.02.2025,03:45,Juventus,Inter,1:0,https://www.flashscore.co.uk/match/football/WIHfs2d2/#/match-summary,1.16,1.94,42%,58%,16,17,8,2,1,3,7,5,"82%,(274/335)","85%,(403/472)",1,1,3,9,5,6,14,12,2,5,0,1,26,24,1,3,10,17,"71%,(62/87)","65%,(58/89)","18%,(3/17)","29%,(5/17)",20,19,17,10,"42%,(5/12)","64%,(14/22)",27,17,6,11,2,7,,,,,,,,,,,,,,,,,,,,,,
26.05.2025,02:45,Venezia,Juventus,2:3,https://www.flashscore.co.uk/match/football/fstJxT2B/#/match-summary,0.83,2.04,43%,57%,12,15,5,5,1,1,6,6,"76%,(241/316)","86%,(366/427)",1,2,3,5,4,5,6,10,6,5,1,0,23,33,0,3,18,10,"64%,(70/110)","78%,(113/144)","11%,(2/19)","23%,(3/13)",23,18,10,18,"45%,(10/22)","52%,(12/23)",20,30,6,9,2,3,1.43,1.17,1,3,"42%,(21/50)","55%,(28/51)",0.62,0.80,57,53,0,1,0,0,1.17,1.43,-1.83,-0.57,,,,
15.01.2025,01:30,Como,AC Milan,1:2,https://www.flashscore.co.uk/match/football/pvqPLago/#/match-summary,1.25,1.43,50%,50%,12,12,4,6,2,2,2,4,"83%,(322/388)","81%,(308/379)",1,6,6,3,2,3,9,10,3,2,0,0,23,23,3,1,17,11,"75%,(94/125)","64%,(57/89)","38%,(6/16)","23%,(3/13)",34,14,11,17,"73%,(11/15)","64%,(18/28)",17,16,10,4,4,3,,,,,,,,,,,,,,,,,,,,,,
19.08.2024,02:45,Lazio,Venezia,3:1,https://www.flashscore.co.uk/match/football/8jyraADG/#/match-summary,2.43,0.55,67%,33%,13,11,6,3,,,6,3,"91%,(542/596)","81%,(233/288)",1,2,6,5,1,3,,,,,,,,,0,1,11,15,,,,,22,14,14,11,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
24.11.2024,19:30,Genoa,Cagliari,2:2,https://www.flashscore.co.uk/match/football/b1PJHvvh/#/match-summary,1.78,3.04,52%,48%,20,17,6,6,3,4,6,8,"83%,(363/436)","80%,(323/402)",2,2,8,8,6,3,17,11,3,6,0,0,32,27,2,1,7,11,"74%,(65/88)","62%,(59/95)","32%,(6/19)","25%,(6/24)",15,21,11,7,"55%,(12/22)","70%,(7/10)",21,27,12,9,4,4,,,,,,,,,,,,,,,,,,,,,,
10.11.2024,01:00,Cagliari,AC Milan,3:3,https://www.flashscore.co.uk/match/football/E3zhYKPO/#/match-summary,1.59,3.20,45%,55%,16,13,7,6,,,6,3,"88%,(350/400)","90%,(454/507)",0,2,5,5,4,2,,,,,,,,,8,3,11,7,,,,,9,14,7,11,,,,,7,3,3,4,,,,,,,,,,,,,,,,,,,,,,
23.02.2025,03:45,Inter,Genoa,1:0,https://www.flashscore.co.uk/match/football/Ea4IJPKa/#/match-summary,1.39,1.11,62%,38%,18,11,5,2,3,2,6,7,"84%,(501/595)","77%,(269/348)",0,2,5,4,8,5,10,8,8,3,1,0,43,15,2,0,14,7,"76%,(131/173)","66%,(45/68)","24%,(6/25)","24%,(6/25)",21,19,7,14,"88%,(7/8)","46%,(6/13)",25,42,7,8,2,4,,,,,,,,,,,,,,,,,,,,,1,0
24.11.2024,22:00,Como,Fiorentina,0:2,https://www.flashscore.co.uk/match/football/Ewi1acON/#/match-summary,1.13,0.95,57%,43%,10,8,4,4,2,1,3,4,"85%,(434/509)","82%,(312/382)",2,1,5,2,1,2,9,7,1,1,0,0,23,19,0,3,15,11,"58%,(57/98)","59%,(48/82)","35%,(6/17)","15%,(2/13)",20,17,11,15,"65%,(11/17)","100%,(11/11)",18,25,4,9,2,4,,,,,,,,,,,,,,,,,,,1,0,,
12.01.2025,19:30,Genoa,Parma,1:0,https://www.flashscore.co.uk/match/football/8EoFWyP0/#/match-summary,1.06,0.30,61%,39%,14,9,4,3,3,0,6,9,"87%,(473/546)","79%,(274/345)",2,3,5,3,5,3,10,7,4,2,1,0,25,14,2,3,10,10,"76%,(89/117)","63%,(71/113)","26%,(6/23)","20%,(3/15)",19,19,10,10,"79%,(15/19)","59%,(16/27)",22,26,7,10,3,3,,,,,,,,,,,,,,,,,,,,,,
18.02.2025,03:45,Genoa,Venezia,2:0,https://www.flashscore.co.uk/match/football/OhEnqORk/#/match-summary,1.51,0.45,50%,50%,14,7,5,3,2,0,4,5,"74%,(261/355)","72%,(252/350)",1,1,4,3,5,1,11,3,3,4,0,0,23,15,3,1,15,14,"61%,(48/79)","68%,(71/105)","38%,(5/13)","17%,(2/12)",25,24,14,15,"59%,(19/32)","63%,(12/19)",17,19,9,6,3,3,,,,,,,,,,,,,,,,,,,,,,
23.12.2024,03:45,Monza,Juventus,1:2,https://www.flashscore.co.uk/match/football/Ecs10hR7/#/match-summary,1.34,1.49,45%,55%,17,16,5,9,0,4,3,7,"85%,(371/438)","88%,(469/531)",1,1,7,4,5,3,11,12,6,4,1,0,25,28,0,0,13,7,"80%,(87/109)","86%,(135/157)","11%,(2/19)","25%,(5/20)",11,12,7,13,"71%,(12/17)","38%,(3/8)",25,19,5,6,7,4,,,,,,,,,,,,,,,,,,,,,,
16.03.2025,19:30,Venezia,Napoli,0:0,https://www.flashscore.co.uk/match/football/EeUUb41N/#/match-summary,0.73,1.54,42%,58%,13,15,4,7,2,1,3,8,"76%,(229/303)","82%,(331/403)",2,1,7,4,2,4,8,14,5,1,0,1,25,28,1,2,8,19,"63%,(81/128)","72%,(77/107)","13%,(2/15)","30%,(8/27)",21,23,19,8,"67%,(10/15)","43%,(6/14)",30,33,10,10,7,4,,,,,,,,,,,,,,,,,,,,,,
29.04.2025,00:30,Udinese,Bologna,0:0,https://www.flashscore.co.uk/match/football/ptxdGKll/#/match-summary,0.43,1.42,35%,65%,13,12,4,1,0,1,5,6,"68%,(154/225)","84%,(363/433)",3,2,5,8,4,3,4,9,9,3,1,1,12,17,0,2,10,21,"51%,(30/59)","55%,(40/73)","38%,(5/13)","33%,(6/18)",24,21,21,10,"62%,(8/13)","53%,(9/17)",33,16,5,5,1,4,0.11,0.02,0,1,"43%,(22/51)","43%,(28/65)",0.34,0.61,50,52,0,1,0,0,0.02,0.11,0.02,0.11,,,,
12.04.2025,02:45,Udinese,AC Milan,0:4,https://www.flashscore.co.uk/match/football/xEZibRB5/#/match-summary,0.81,1.56,53%,47%,14,14,5,7,0,3,5,7,"88%,(393/445)","84%,(332/394)",1,1,5,4,4,3,7,10,7,5,0,0,22,24,1,1,9,10,"74%,(91/123)","70%,(65/93)","14%,(2/14)","30%,(3/10)",8,10,10,9,"92%,(12/13)","64%,(7/11)",22,9,7,4,3,5,0.43,3.16,0,1,"46%,(12/26)","36%,(14/39)",0.36,1.23,33,28,1,0,0,0,3.16,0.43,-0.84,0.43,,,,
20.01.2025,01:00,Verona,Lazio,0:3,https://www.flashscore.co.uk/match/football/2BNcCDxg/#/match-summary,1.31,1.45,35%,65%,16,14,3,5,3,2,5,6,"76%,(234/308)","89%,(536/599)",6,2,9,4,4,5,11,9,5,5,1,0,25,23,2,0,8,10,"66%,(67/101)","75%,(77/103)","30%,(7/23)","40%,(6/15)",17,15,10,8,"87%,(13/15)","60%,(9/15)",17,22,9,7,2,3,,,,,,,,,,,,,,,,,,,1,0,0,1
20.10.2024,21:00,Venezia,Atalanta,0:2,https://www.flashscore.co.uk/match/football/dGwq9oAD/#/match-summary,0.74,1.31,42%,58%,12,16,4,7,,,2,5,"79%,(292/370)","82%,(413/503)",1,1,7,8,1,1,,,,,,,,,2,2,6,12,,,,,28,18,12,6,,,,,7,8,5,4,,,,,,,,,,,,,,,,,,,,,,
