date,time,home_team,away_team,score,match_url,Expected_goals_(xG)_home,Expected_goals_(xG)_away,Ball_possession_home,Ball_possession_away,Total_shots_home,Total_shots_away,Shots_on_target_home,Shots_on_target_away,Big_chances_home,Big_chances_away,Corner_kicks_home,Corner_kicks_away,Passes_home,Passes_away,Yellow_cards_home,Yellow_cards_away,Shots_off_target_home,Shots_off_target_away,Blocked_shots_home,Blocked_shots_away,Shots_inside_the_box_home,Shots_inside_the_box_away,Shots_outside_the_box_home,Shots_outside_the_box_away,Hit_the_woodwork_home,Hit_the_woodwork_away,Touches_in_opposition_box_home,Touches_in_opposition_box_away,Offsides_home,Offsides_away,Free_kicks_home,Free_kicks_away,Passes_in_final_third_home,Passes_in_final_third_away,Crosses_home,Crosses_away,Throw_ins_home,Throw_ins_away,Fouls_home,Fouls_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Interceptions_home,Interceptions_away,Goalkeeper_saves_home,Goalkeeper_saves_away,xG_on_target_(xGOT)_home,xG_on_target_(xGOT)_away,Accurate_through_passes_home,Accurate_through_passes_away,Long_passes_home,Long_passes_away,Expected_assists_(xA)_home,Expected_assists_(xA)_away,Duels_won_home,Duels_won_away,Errors_leading_to_shot_home,Errors_leading_to_shot_away,Errors_leading_to_goal_home,Errors_leading_to_goal_away,xGOT_faced_home,xGOT_faced_away,Goals_prevented_home,Goals_prevented_away,Red_cards_home,Red_cards_away,Headed_goals_home,Headed_goals_away
03.02.2025,03:45,AS Roma,Napoli,1:1,https://www.flashscore.co.uk/match/football/AwfSty5b/#/match-summary,0.52,0.30,51%,49%,12,5,2,2,0,0,2,3,"86%,(417/484)","86%,(401/468)",2,1,5,2,5,1,5,4,7,1,1,0,20,18,1,2,13,9,"79%,(99/126)","70%,(76/108)","15%,(3/20)","25%,(3/12)",19,16,9,13,"67%,(6/9)","73%,(11/15)",16,29,4,6,1,1,,,,,,,,,,,,,,,,,,,,,,
24.11.2024,01:00,AC Milan,Juventus,0:0,https://www.flashscore.co.uk/match/football/z7KrCz8T/#/match-summary,0.29,0.45,43%,57%,6,7,1,2,0,2,2,4,"87%,(339/388)","89%,(460/515)",3,2,4,2,1,3,3,5,3,2,0,0,9,10,0,0,12,9,"72%,(68/95)","74%,(67/91)","18%,(3/17)","17%,(1/6)",16,24,9,12,"67%,(16/24)","52%,(11/21)",6,11,5,1,2,1,,,,,,,,,,,,,,,,,,,,,,
31.03.2025,02:45,Napoli,AC Milan,2:1,https://www.flashscore.co.uk/match/football/tASB9fFr/#/match-summary,0.96,2.69,52%,48%,8,17,3,4,1,2,2,6,"87%,(428/491)","87%,(393/452)",1,1,2,7,3,6,6,7,2,10,0,0,15,29,1,3,5,10,"75%,(70/93)","77%,(108/140)","13%,(1/8)","27%,(4/15)",16,16,10,5,"35%,(6/17)","64%,(7/11)",21,13,6,5,3,1,1.36,1.90,1,0,"40%,(14/35)","47%,(14/30)",0.60,1.41,40,41,0,0,0,0,1.90,1.36,0.90,-0.64,,,,
10.11.2024,03:45,Juventus,Torino,2:0,https://www.flashscore.co.uk/match/football/S60RnKvI/#/match-summary,1.82,0.41,55%,45%,13,6,4,1,,,5,5,"87%,(416/476)","82%,(320/389)",1,3,3,2,6,3,,,,,,,,,0,1,14,7,,,,,21,25,7,14,,,,,9,8,1,2,,,,,,,,,,,,,,,,,,,,,,
05.11.2024,01:30,Parma,Genoa,0:1,https://www.flashscore.co.uk/match/football/vJXfdXBE/#/match-summary,0.82,1.16,54%,46%,13,15,0,7,,,3,7,"78%,(355/457)","77%,(272/355)",2,5,9,7,4,1,,,,,,,,,0,2,18,5,,,,,25,16,5,18,,,,,2,8,6,0,,,,,,,,,,,,,,,,,,,,,,
05.10.2024,02:45,Verona,Venezia,2:1,https://www.flashscore.co.uk/match/football/8SWavWAa/#/match-summary,2.19,2.01,50%,50%,20,14,3,2,,,13,6,"78%,(281/360)","79%,(292/370)",3,0,10,8,7,4,,,,,,,,,1,0,5,12,,,,,30,23,10,5,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
14.04.2025,02:45,Lazio,AS Roma,1:1,https://www.flashscore.co.uk/match/football/8Ysy29Ct/#/match-summary,1.33,0.28,47%,53%,12,9,7,4,3,0,10,5,"83%,(284/342)","88%,(337/383)",4,2,3,4,2,1,8,5,4,4,0,0,19,13,1,1,12,12,"66%,(63/96)","78%,(80/103)","25%,(5/20)","23%,(5/22)",18,16,12,12,"71%,(10/14)","47%,(9/19)",19,30,3,5,3,6,3.49,0.78,1,0,"51%,(23/45)","54%,(19/35)",0.45,0.42,43,43,0,0,0,0,0.78,3.49,-0.22,2.49,,,1,0
31.10.2024,01:30,Empoli,Inter,0:3,https://www.flashscore.co.uk/match/football/IFm4IHT9/#/match-summary,0.26,1.11,22%,78%,6,15,1,5,,,1,4,"76%,(163/214)","91%,(687/758)",1,1,1,6,4,4,,,,,,,,,3,1,13,12,,,,,16,18,12,13,,,,,9,3,2,1,,,,,,,,,,,,,,,,,,,1,0,,
25.05.2025,02:45,AC Milan,Monza,2:0,https://www.flashscore.co.uk/match/football/Uu6pOTmI/#/match-summary,1.42,0.33,55%,45%,21,6,6,2,3,1,4,6,"93%,(531/570)","90%,(407/454)",0,1,13,2,2,2,10,3,11,3,2,0,28,14,0,6,9,8,"85%,(141/166)","77%,(54/70)","33%,(4/12)","14%,(2/14)",6,8,8,9,"50%,(7/14)","50%,(5/10)",14,17,7,7,2,4,1.28,0.40,1,0,"74%,(20/27)","33%,(8/24)",1.34,0.35,35,21,0,1,0,0,0.40,1.28,0.40,-1.09,,,1,0
29.09.2024,21:00,AS Roma,Venezia,2:1,https://www.flashscore.co.uk/match/football/OC8I1VXq/#/match-summary,1.11,1.74,70%,30%,22,18,5,7,,,6,3,"86%,(496/577)","75%,(186/248)",1,2,10,5,7,6,,,,,,,,,2,1,15,10,,,,,27,13,8,13,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,
05.01.2025,22:00,Lecce,Genoa,0:0,https://www.flashscore.co.uk/match/football/O2NXN7tT/#/match-summary,0.47,1.08,63%,37%,10,4,3,1,0,1,9,4,"83%,(442/534)","75%,(235/314)",0,1,4,2,3,1,7,3,3,1,1,2,32,16,1,1,15,11,"69%,(98/142)","60%,(28/47)","29%,(7/24)","7%,(1/14)",24,18,11,15,"75%,(12/16)","37%,(7/19)",12,38,8,12,1,3,,,,,,,,,,,,,,,,,,,,,,
23.02.2025,01:00,Torino,AC Milan,2:1,https://www.flashscore.co.uk/match/football/S60gLxd4/#/match-summary,0.36,2.39,35%,65%,9,26,3,8,0,2,4,11,"79%,(221/278)","88%,(444/507)",1,1,4,11,2,7,7,14,2,12,0,1,15,33,2,2,5,14,"59%,(49/83)","80%,(150/188)","17%,(2/12)","28%,(10/36)",14,13,14,5,"36%,(4/11)","45%,(5/11)",31,25,10,4,7,1,,,,,,,,,,,,,,,,,,,,,,
18.05.2025,02:45,Genoa,Atalanta,2:3,https://www.flashscore.co.uk/match/football/06Zxld6l/#/match-summary,1.25,1.91,56%,44%,12,13,5,6,3,2,7,0,"81%,(375/461)","81%,(304/377)",,,3,5,4,2,9,8,3,5,0,0,21,22,0,0,14,10,"53%,(43/81)","62%,(58/94)","39%,(9/23)","25%,(2/8)",15,20,10,14,"85%,(11/13)","82%,(9/11)",12,23,5,12,3,3,1.38,1.48,0,0,"51%,(30/59)","41%,(18/44)",0.81,1.33,50,38,0,0,1,0,1.48,1.38,-1.52,-0.62,,,1,0
22.12.2024,19:30,AS Roma,Parma,5:0,https://www.flashscore.co.uk/match/football/vyZnOeJE/#/match-summary,5.28,0.43,59%,41%,19,9,9,3,7,1,5,2,"90%,(494/551)","84%,(323/383)",1,2,7,5,3,1,18,1,1,8,0,2,45,12,4,0,9,10,"79%,(132/168)","70%,(76/108)","33%,(5/15)","0%,(0/6)",12,10,10,9,"69%,(9/13)","63%,(5/8)",11,19,9,4,3,4,,,,,,,,,,,,,,,,,,,,,,
26.05.2025,02:45,Empoli,Verona,1:2,https://www.flashscore.co.uk/match/football/2DnySBlg/#/match-summary,1.15,0.83,70%,30%,14,5,5,2,1,1,13,1,"79%,(340/431)","57%,(114/200)",2,2,5,1,4,2,4,3,10,2,0,0,16,10,1,1,29,10,"62%,(80/129)","40%,(31/78)","17%,(6/35)","33%,(1/3)",40,20,10,29,"63%,(5/8)","81%,(17/21)",25,58,3,5,0,4,1.03,1.39,0,0,"52%,(34/66)","30%,(18/61)",0.37,0.62,60,62,1,0,0,0,1.39,1.03,-0.61,0.03,,,0,1
06.01.2025,01:00,Torino,Parma,0:0,https://www.flashscore.co.uk/match/football/W8pavTQ9/#/match-summary,1.13,0.39,61%,39%,12,10,4,3,1,0,8,7,"84%,(474/565)","80%,(288/358)",2,1,3,6,5,1,9,1,3,9,0,1,33,11,4,1,9,9,"67%,(105/156)","61%,(60/99)","10%,(3/31)","17%,(2/12)",30,10,9,9,"73%,(11/15)","30%,(3/10)",15,46,2,10,3,4,,,,,,,,,,,,,,,,,,,,,,
15.09.2024,21:00,Atalanta,Fiorentina,3:2,https://www.flashscore.co.uk/match/football/zFWqD4KM/#/match-summary,2.70,1.87,51%,49%,13,13,7,5,,,4,2,"80%,(336/420)","78%,(308/395)",2,3,5,5,1,3,,,,,,,,,2,4,20,18,,,,,20,24,16,15,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,
02.02.2025,01:00,Atalanta,Torino,1:1,https://www.flashscore.co.uk/match/football/bDkKtGm1/#/match-summary,3.13,0.58,65%,35%,22,5,10,3,4,1,8,0,"88%,(582/660)","75%,(268/358)",0,3,3,0,9,2,17,2,5,3,0,0,43,3,1,0,11,6,"83%,(188/227)","54%,(44/82)","34%,(11/32)","17%,(1/6)",14,12,6,11,"64%,(7/11)","40%,(6/15)",12,22,10,9,2,9,,,,,,,,,,,,,,,,,,,,,1,1
30.03.2025,18:30,Cagliari,Monza,3:0,https://www.flashscore.co.uk/match/football/bT51grPp/#/match-summary,1.65,0.52,41%,59%,11,12,4,3,3,2,4,6,"77%,(248/323)","86%,(398/462)",2,2,3,4,4,5,8,6,3,6,1,0,21,17,3,3,11,17,"67%,(64/95)","81%,(101/125)","47%,(7/15)","13%,(3/23)",16,15,17,11,"59%,(10/17)","63%,(12/19)",29,18,7,9,3,1,1.37,0.48,1,2,"52%,(26/50)","53%,(24/45)",1.29,0.71,61,50,0,1,0,0,0.48,1.37,0.48,-1.63,,,1,0
22.12.2024,22:00,Venezia,Cagliari,2:1,https://www.flashscore.co.uk/match/football/WYDRGDBl/#/match-summary,1.74,2.26,32%,68%,12,14,6,7,2,4,4,8,"69%,(181/262)","82%,(454/557)",1,2,4,6,2,1,6,11,6,3,0,0,15,22,4,3,11,6,"55%,(37/67)","71%,(127/178)","10%,(1/10)","20%,(6/30)",20,37,6,11,"64%,(9/14)","72%,(13/18)",34,18,8,6,6,4,,,,,,,,,,,,,,,,,,,,,0,1
17.03.2025,03:45,Atalanta,Inter,0:2,https://www.flashscore.co.uk/match/football/0fHOmJyP/#/match-summary,0.67,2.45,50%,50%,16,14,3,5,0,4,2,6,"82%,(366/445)","83%,(379/455)",3,3,7,6,6,3,9,11,7,3,0,1,24,21,0,3,14,11,"75%,(105/140)","74%,(78/106)","25%,(3/12)","18%,(3/17)",15,15,11,14,"56%,(10/18)","85%,(11/13)",21,30,6,4,3,3,,,,,,,,,,,,,,,,,,,1,1,0,1
02.11.2024,22:00,Bologna,Lecce,1:0,https://www.flashscore.co.uk/match/football/rJ8JNC5k/#/match-summary,1.47,0.63,72%,28%,20,6,4,0,,,9,1,"83%,(492/592)","65%,(147/227)",2,2,10,4,6,2,,,,,,,,,1,0,14,9,,,,,29,16,9,14,,,,,4,4,0,3,,,,,,,,,,,,,,,,,,,,,,
27.10.2024,22:00,Lazio,Genoa,3:0,https://www.flashscore.co.uk/match/football/OjcQLOgJ/#/match-summary,1.90,0.27,61%,39%,18,6,4,2,,,7,4,"88%,(486/550)","78%,(276/352)",3,1,10,4,4,0,,,,,,,,,1,0,6,12,,,,,15,19,12,6,,,,,7,4,2,1,,,,,,,,,,,,,,,,,,,,,,
26.01.2025,01:00,Napoli,Juventus,2:1,https://www.flashscore.co.uk/match/football/htW2HaKk/#/match-summary,2.41,0.78,49%,51%,14,5,3,2,3,2,9,1,"89%,(353/396)","87%,(375/429)",2,2,5,3,6,0,10,3,4,2,0,0,26,12,1,1,15,9,"81%,(74/91)","66%,(49/74)","24%,(6/25)","0%,(0/6)",19,16,9,15,"64%,(9/14)","31%,(5/16)",17,20,8,8,1,1,,,,,,,,,,,,,,,,,,,,,1,0
08.03.2025,03:45,Cagliari,Genoa,1:1,https://www.flashscore.co.uk/match/football/2Nmbykn2/#/match-summary,0.65,0.96,47%,53%,9,8,1,2,1,3,2,5,"71%,(268/380)","77%,(329/430)",2,2,6,5,2,1,6,7,3,1,1,0,12,25,1,2,15,16,"54%,(52/96)","58%,(55/95)","45%,(5/11)","35%,(7/20)",28,21,16,15,"67%,(6/9)","60%,(9/15)",22,25,10,6,1,0,,,,,,,,,,,,,,,,,,,,,,
24.02.2025,01:00,Empoli,Atalanta,0:5,https://www.flashscore.co.uk/match/football/OEcoR7SP/#/match-summary,1.06,2.42,47%,53%,10,14,1,8,1,2,3,4,"77%,(304/395)","82%,(370/449)",0,1,8,5,1,1,6,11,4,3,0,0,15,36,0,1,17,4,"58%,(63/108)","76%,(104/136)","21%,(3/14)","30%,(6/20)",12,19,4,17,"65%,(11/17)","59%,(10/17)",20,38,8,7,3,1,,,,,,,,,,,,,,,,,,,,,,
08.02.2025,22:00,Verona,Atalanta,0:5,https://www.flashscore.co.uk/match/football/vTz6zfqI/#/match-summary,1.61,2.41,38%,62%,18,17,7,7,2,3,7,2,"83%,(305/369)","87%,(525/602)",2,1,8,9,3,1,10,15,8,2,0,2,20,30,3,0,6,10,"68%,(60/88)","75%,(97/130)","42%,(5/12)","44%,(7/16)",18,24,10,6,"77%,(10/13)","58%,(7/12)",22,14,12,5,2,7,,,,,,,,,,,,,,,,,,,,,,
05.10.2024,00:30,Napoli,Como,3:1,https://www.flashscore.co.uk/match/football/z3jsi9f5/#/match-summary,1.93,0.95,41%,59%,9,11,6,2,,,4,1,"84%,(394/469)","91%,(620/681)",1,1,0,8,3,1,,,,,,,,,2,0,8,9,,,,,19,16,7,10,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,
18.08.2024,02:45,Empoli,Monza,0:0,https://www.flashscore.co.uk/match/football/hKOA02XN/#/match-summary,0.91,0.46,39%,61%,9,4,1,1,,,7,3,"65%,(182/279)","73%,(338/465)",0,2,4,1,4,2,,,,,,,,,4,1,23,23,,,,,22,29,16,19,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
17.09.2024,00:30,Parma,Udinese,2:3,https://www.flashscore.co.uk/match/football/WIJkQBF8/#/match-summary,1.16,2.52,47%,53%,9,18,3,6,,,5,6,"80%,(367/461)","86%,(428/496)",2,3,5,8,1,4,,,,,,,,,2,4,24,10,,,,,17,16,8,18,,,,,,,3,1,,,,,,,,,,,,,,,,,,,1,0,,
25.01.2025,22:00,Como,Atalanta,1:2,https://www.flashscore.co.uk/match/football/zw1vPjMb/#/match-summary,0.93,0.41,54%,46%,15,5,5,3,0,1,4,5,"83%,(398/480)","82%,(330/401)",2,3,5,1,5,1,9,3,5,1,0,0,22,19,1,3,10,15,"68%,(88/129)","61%,(55/90)","7%,(1/14)","15%,(2/13)",27,18,15,10,"59%,(13/22)","61%,(14/23)",10,11,7,11,1,4,,,,,,,,,,,,,,,,,,,,,,
25.09.2024,02:45,Atalanta,Como,2:3,https://www.flashscore.co.uk/match/football/OAeKROjD/#/match-summary,1.56,1.34,59%,41%,8,14,5,7,,,6,2,"81%,(456/560)","75%,(308/409)",1,3,3,4,0,3,,,,,,,,,0,0,17,12,,,,,20,14,12,17,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,
10.05.2025,02:45,AC Milan,Bologna,3:1,https://www.flashscore.co.uk/match/football/6PkzYqGj/#/match-summary,1.64,0.45,47%,53%,10,10,5,4,3,0,3,4,"85%,(368/433)","87%,(411/475)",2,2,1,5,4,1,9,5,1,5,0,0,23,16,1,2,14,5,"66%,(41/62)","69%,(86/125)","29%,(2/7)","41%,(7/17)",13,25,5,14,"73%,(11/15)","73%,(11/15)",19,14,8,5,3,2,1.72,0.65,1,0,"51%,(25/49)","59%,(33/56)",0.63,0.39,53,38,1,0,0,1,0.65,1.72,-0.35,-1.28,,,,
25.01.2025,03:45,Torino,Cagliari,2:0,https://www.flashscore.co.uk/match/football/bwZAFwk2/#/match-summary,1.84,0.36,50%,50%,18,6,6,1,4,0,6,3,"83%,(353/424)","82%,(342/419)",0,1,5,4,7,1,13,6,5,0,2,0,26,11,4,1,10,11,"74%,(108/146)","73%,(77/105)","30%,(7/23)","26%,(6/23)",21,21,11,10,"40%,(4/10)","64%,(7/11)",14,21,7,10,1,4,,,,,,,,,,,,,,,,,,,,,,
07.04.2025,02:45,AS Roma,Juventus,1:1,https://www.flashscore.co.uk/match/football/EcsTYArf/#/match-summary,1.05,0.67,41%,59%,11,11,4,7,3,2,4,4,"84%,(353/418)","89%,(544/611)",1,1,3,1,4,3,8,6,3,5,1,1,15,23,0,1,15,11,"65%,(60/92)","81%,(154/189)","39%,(7/18)","23%,(5/22)",18,14,11,15,"84%,(16/19)","60%,(12/20)",25,23,14,4,6,3,0.97,1.47,0,0,"47%,(24/51)","65%,(28/43)",0.42,0.76,44,60,0,0,0,0,1.47,0.97,0.47,-0.03,,,,
05.01.2025,01:00,Fiorentina,Napoli,0:3,https://www.flashscore.co.uk/match/football/2FD9TBCi/#/match-summary,1.18,1.33,48%,52%,14,10,2,4,1,2,4,2,"83%,(337/406)","83%,(370/448)",0,1,6,6,6,0,8,9,6,1,0,0,20,16,3,2,15,17,"79%,(88/112)","70%,(62/88)","27%,(6/22)","23%,(3/13)",12,22,17,15,"71%,(17/24)","50%,(6/12)",13,20,5,3,1,2,,,,,,,,,,,,,,,,,,,,,,
16.03.2025,03:45,Torino,Empoli,1:0,https://www.flashscore.co.uk/match/football/0IeM2n2b/#/match-summary,0.65,1.04,51%,49%,13,16,3,2,1,3,5,5,"76%,(252/331)","76%,(238/315)",1,0,7,7,3,7,5,10,8,6,0,0,10,19,4,2,12,9,"64%,(46/72)","62%,(59/95)","40%,(6/15)","35%,(9/26)",19,25,9,12,"64%,(9/14)","36%,(5/14)",38,24,1,9,2,2,,,,,,,,,,,,,,,,,,,,,,
04.02.2025,03:45,Cagliari,Lazio,1:2,https://www.flashscore.co.uk/match/football/l2ICn6yK/#/match-summary,1.49,1.29,39%,61%,15,11,5,6,2,4,7,7,"84%,(282/335)","90%,(502/556)",,,6,2,4,3,10,9,5,2,0,0,24,27,1,2,9,14,"72%,(81/112)","73%,(97/132)","23%,(6/26)","42%,(8/19)",19,11,14,9,"54%,(7/13)","47%,(7/15)",26,36,2,5,4,4,,,,,,,,,,,,,,,,,,,,,1,0
28.01.2025,01:30,Venezia,Verona,1:1,https://www.flashscore.co.uk/match/football/naF5yLBL/#/match-summary,0.63,1.80,49%,51%,9,21,1,5,1,3,7,9,"79%,(266/337)","76%,(257/338)",1,1,2,8,6,8,7,15,2,6,0,0,18,30,0,3,14,16,"70%,(59/84)","63%,(69/110)","16%,(3/19)","30%,(10/33)",26,19,16,14,"67%,(6/9)","68%,(15/22)",31,22,4,8,4,0,,,,,,,,,,,,,,,,,,,,,,
21.12.2024,03:45,Verona,AC Milan,0:1,https://www.flashscore.co.uk/match/football/QX8D9d4L/#/match-summary,0.80,0.84,35%,65%,10,14,2,6,1,2,3,8,"78%,(224/289)","88%,(488/552)",1,1,7,1,1,7,6,5,4,9,0,0,14,12,0,2,9,21,"62%,(56/91)","72%,(74/103)","21%,(4/19)","6%,(1/17)",17,12,21,9,"38%,(6/16)","64%,(7/11)",21,22,9,6,5,2,,,,,,,,,,,,,,,,,,,,,,
19.01.2025,03:45,Atalanta,Napoli,2:3,https://www.flashscore.co.uk/match/football/2knNazgm/#/match-summary,0.72,0.80,56%,44%,15,6,6,3,0,3,3,1,"87%,(474/545)","82%,(351/428)",4,2,7,2,2,1,11,4,4,2,0,0,32,12,1,1,9,18,"81%,(123/151)","62%,(48/78)","41%,(9/22)","33%,(3/9)",14,21,18,9,"55%,(12/22)","61%,(11/18)",12,19,6,8,0,4,,,,,,,,,,,,,,,,,,,,,0,1
01.09.2024,00:30,Bologna,Empoli,1:1,https://www.flashscore.co.uk/match/football/ELeQ0zVa/#/match-summary,1.81,0.89,68%,32%,14,4,3,2,,,6,3,"78%,(508/651)","67%,(199/299)",0,3,9,2,2,0,,,,,,,,,2,1,20,19,,,,,44,11,15,18,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
19.01.2025,22:00,Parma,Venezia,1:1,https://www.flashscore.co.uk/match/football/vHIM696U/#/match-summary,1.62,1.15,59%,41%,19,7,8,2,1,1,8,2,"83%,(412/494)","78%,(255/327)",2,3,8,2,3,3,8,5,11,2,0,0,31,23,0,1,16,13,"66%,(99/151)","71%,(52/73)","33%,(4/12)","54%,(7/13)",20,16,13,16,"47%,(8/17)","74%,(17/23)",11,30,12,9,1,7,,,,,,,,,,,,,,,,,,,,,,
19.01.2025,19:30,Fiorentina,Torino,1:1,https://www.flashscore.co.uk/match/football/r97dEZ7t/#/match-summary,1.68,0.40,54%,46%,20,6,6,3,2,1,9,2,"88%,(396/448)","83%,(328/395)",3,3,7,2,7,1,13,4,7,2,0,1,32,11,0,3,11,16,"84%,(113/135)","60%,(48/80)","26%,(7/27)","22%,(2/9)",15,22,16,11,"50%,(9/18)","54%,(7/13)",21,26,6,6,2,5,,,,,,,,,,,,,,,,,,,0,1,1,0
04.05.2025,21:00,Monza,Atalanta,0:4,https://www.flashscore.co.uk/match/football/bHubWWvn/#/match-summary,0.59,2.58,52%,48%,13,15,7,5,1,5,3,7,"86%,(408/477)","85%,(373/438)",1,2,6,6,0,4,8,15,5,0,0,0,13,45,2,0,10,9,"74%,(81/110)","75%,(123/164)","36%,(4/11)","29%,(5/17)",15,22,9,10,"47%,(8/17)","63%,(5/8)",27,18,10,7,1,7,0.97,3.10,0,0,"44%,(18/41)","59%,(30/51)",0.42,1.10,43,34,1,0,1,0,3.10,0.97,-0.90,0.97,,,,
29.12.2024,03:45,Lazio,Atalanta,1:1,https://www.flashscore.co.uk/match/football/0nqBErnI/#/match-summary,0.62,2.84,40%,60%,11,14,5,4,1,5,2,7,"80%,(293/368)","86%,(461/539)",2,3,5,9,1,1,2,13,9,1,1,2,9,24,0,3,11,6,"68%,(67/98)","78%,(99/127)","17%,(2/12)","21%,(6/29)",21,22,6,11,"38%,(6/16)","64%,(9/14)",24,12,14,8,3,4,,,,,,,,,,,,,,,,,,,,,,
21.04.2025,02:45,AC Milan,Atalanta,0:1,https://www.flashscore.co.uk/match/football/lWu8jzAd/#/match-summary,0.61,1.83,48%,52%,12,11,1,2,0,2,7,5,"86%,(421/488)","88%,(467/530)",0,1,6,5,5,4,3,10,9,1,0,0,12,23,2,1,7,8,"70%,(74/105)","79%,(127/160)","19%,(3/16)","29%,(5/17)",14,13,8,7,"56%,(9/16)","60%,(9/15)",18,18,5,5,1,1,0.05,0.47,3,0,"52%,(22/42)","55%,(28/51)",0.88,1.43,40,43,1,0,0,0,0.47,0.05,-0.53,0.05,,,0,1
28.02.2025,03:45,Bologna,AC Milan,2:1,https://www.flashscore.co.uk/match/football/8f71RSPs/#/match-summary,1.98,0.62,57%,43%,14,8,4,4,4,2,4,5,"82%,(366/447)","74%,(247/335)",1,2,7,2,3,2,9,7,5,1,1,0,22,20,2,2,15,13,"69%,(82/118)","51%,(38/74)","31%,(4/13)","30%,(3/10)",23,18,13,15,"82%,(9/11)","65%,(13/20)",33,25,10,11,3,2,,,,,,,,,,,,,,,,,,,,,,
22.02.2025,22:00,Parma,Bologna,2:0,https://www.flashscore.co.uk/match/football/tEKbaeZp/#/match-summary,1.23,0.94,26%,74%,4,16,3,1,2,0,0,4,"65%,(129/200)","86%,(482/558)",2,1,1,12,0,3,3,11,1,5,0,0,10,30,1,3,13,14,"41%,(21/51)","74%,(128/173)","50%,(1/2)","21%,(6/28)",18,29,14,13,"73%,(8/11)","62%,(8/13)",46,12,6,8,1,1,,,,,,,,,,,,,,,,,,,,,,
19.04.2025,21:00,Lecce,Como,0:3,https://www.flashscore.co.uk/match/football/t6x0hdup/#/match-summary,0.55,1.01,44%,56%,14,11,7,6,0,4,9,4,"74%,(205/277)","80%,(301/378)",3,5,3,4,4,1,7,7,7,3,0,0,16,15,2,3,14,18,"59%,(52/88)","71%,(85/120)","20%,(6/30)","11%,(1/9)",22,16,18,14,"67%,(10/15)","55%,(12/22)",20,40,6,5,3,7,1.05,2.19,0,2,"35%,(16/46)","45%,(26/58)",0.32,0.62,52,59,1,0,1,0,2.19,1.05,-0.81,1.05,,,0,1
21.10.2024,02:45,AS Roma,Inter,0:1,https://www.flashscore.co.uk/match/football/0lpzB7u1/#/match-summary,1.14,1.04,55%,45%,14,11,3,6,,,3,3,"86%,(420/487)","84%,(336/400)",2,3,5,4,6,1,,,,,,,,,0,1,13,12,,,,,18,12,12,13,,,,,5,8,5,3,,,,,,,,,,,,,,,,,,,,,,
03.11.2024,01:00,Udinese,Juventus,0:2,https://www.flashscore.co.uk/match/football/pOryx3Qa/#/match-summary,0.48,1.47,38%,62%,11,11,2,5,,,10,3,"76%,(263/345)","85%,(474/556)",2,2,3,3,6,3,,,,,,,,,1,3,14,12,,,,,12,8,12,14,,,,,4,9,3,2,,,,,,,,,,,,,,,,,,,,,,
28.04.2025,02:45,Atalanta,Lecce,1:1,https://www.flashscore.co.uk/match/football/Aa9k3Dg2/#/match-summary,2.14,1.53,74%,26%,21,10,6,3,4,2,12,3,"85%,(569/670)","64%,(154/240)",1,1,12,4,3,3,15,7,6,3,1,0,51,11,3,0,8,10,"85%,(267/315)","46%,(36/79)","35%,(13/37)","23%,(3/13)",22,18,10,8,"50%,(3/6)","58%,(11/19)",16,40,8,12,2,5,1.56,1.08,1,0,"60%,(25/42)","31%,(21/68)",2.41,0.34,50,52,0,1,0,0,1.08,1.56,0.40,0.56,,,,
16.09.2024,00:00,Cagliari,Napoli,0:4,https://www.flashscore.co.uk/match/football/6cNF7rrp/#/match-summary,1.03,1.75,51%,49%,16,12,3,5,,,7,4,"80%,(331/414)","81%,(335/414)",1,2,10,3,3,4,,,,,,,,,2,4,17,27,,,,,12,23,22,11,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,
31.12.2024,03:45,Bologna,Verona,2:3,https://www.flashscore.co.uk/match/football/S07zFit1/#/match-summary,1.87,0.80,67%,33%,23,8,7,4,4,1,11,5,"84%,(378/448)","67%,(150/225)",2,5,6,2,10,2,15,7,8,0,2,0,31,15,1,1,24,9,"77%,(115/150)","50%,(29/58)","27%,(8/30)","25%,(2/8)",23,12,9,24,"71%,(12/17)","65%,(13/20)",11,40,4,4,1,5,,,,,,,,,,,,,,,,,,,1,0,,
01.09.2024,02:45,Lazio,AC Milan,2:2,https://www.flashscore.co.uk/match/football/0xK7DDE5/#/match-summary,1.98,1.28,42%,58%,7,10,5,4,,,5,7,"88%,(310/352)","89%,(458/515)",4,2,0,3,2,3,,,,,,,,,5,0,10,19,,,,,25,16,12,9,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,
